ts,o,h,l,c,v
1616371200,1738.2930000000,1739.4515000000,1737.3300000000,1739.4265000000,0.51
1616371500,1739.4130000000,1741.0040000000,1739.4035000000,1739.9465000000,0.57
1616371800,1739.9315000000,1740.2265000000,1739.5930000000,1739.6185000000,0.25
1616372100,1739.6180000000,1740.1250000000,1739.5685000000,1739.7750000000,0.25
1616372400,1739.7430000000,1740.1180000000,1739.0700000000,1739.3900000000,0.31
1616372700,1739.4000000000,1739.4000000000,1737.9200000000,1739.1785000000,0.48
1616373000,1739.1735000000,1740.2385000000,1738.8105000000,1739.9435000000,0.32
1616373300,1739.9335000000,1740.2435000000,1739.1700000000,1740.1335000000,0.26
1616373600,1740.1380000000,1740.2435000000,1739.3385000000,1739.6735000000,0.23
1616373900,1739.7085000000,1740.0205000000,1739.1385000000,1740.0205000000,0.32
1616374200,1740.0100000000,1740.4170000000,1739.6435000000,1739.8180000000,0.33
1616374500,1739.8235000000,1740.1350000000,1739.4100000000,1739.6470000000,0.26
1616374800,1739.6650000000,1739.7000000000,1737.5705000000,1738.9295000000,1.07
1616375100,1738.8335000000,1739.4965000000,1736.6265000000,1736.6465000000,0.85
1616375400,1736.6515000000,1737.2765000000,1734.6955000000,1735.5650000000,1.06
1616375700,1735.5485000000,1735.7915000000,1734.8200000000,1735.6430000000,0.86
1616376000,1735.6380000000,1735.9265000000,1734.1685000000,1734.1735000000,0.67
1616376300,1734.1855000000,1734.2000000000,1732.6700000000,1733.0485000000,0.84
1616376600,1732.9985000000,1734.1435000000,1732.6485000000,1733.2895000000,0.87
1616376900,1733.2285000000,1734.6215000000,1733.1950000000,1733.8900000000,0.70
1616377200,1733.8750000000,1735.3595000000,1733.1115000000,1735.2985000000,0.46
1616377500,1735.3385000000,1735.8660000000,1735.1265000000,1735.4215000000,0.67
1616377800,1735.4015000000,1736.1150000000,1734.9960000000,1736.1070000000,0.35
1616378100,1736.1170000000,1736.3960000000,1735.4285000000,1735.5060000000,0.44
1616378400,1735.5010000000,1736.5885000000,1735.3260000000,1736.1200000000,0.50
1616378700,1736.2315000000,1737.0765000000,1736.1435000000,1736.5550000000,0.45
1616379000,1736.5785000000,1737.0220000000,1735.9465000000,1736.9985000000,0.41
1616379300,1736.9980000000,1737.7000000000,1736.8435000000,1737.2850000000,0.34
1616379600,1737.2635000000,1737.6015000000,1736.5165000000,1736.7815000000,0.34
1616379900,1736.7865000000,1736.9865000000,1736.2400000000,1736.5185000000,0.33
1616380200,1736.5085000000,1738.0015000000,1736.4835000000,1736.9830000000,0.53
1616380500,1736.9930000000,1737.4800000000,1736.5000000000,1737.0935000000,0.49
1616380800,1737.0885000000,1737.1900000000,1736.4565000000,1736.9465000000,0.45
1616381100,1736.9315000000,1737.5565000000,1736.5315000000,1737.2950000000,0.54
1616381400,1737.3285000000,1737.9515000000,1737.3135000000,1737.9000000000,0.32
1616381700,1737.8750000000,1739.1885000000,1737.4350000000,1739.0435000000,0.43
1616382000,1739.0735000000,1739.3530000000,1738.6770000000,1738.7220000000,0.42
1616382300,1738.7215000000,1739.5535000000,1738.6400000000,1739.3485000000,0.38
1616382600,1739.3435000000,1739.4635000000,1738.4815000000,1738.7215000000,0.38
1616382900,1738.7665000000,1740.0515000000,1738.7165000000,1739.3485000000,0.59
1616383200,1739.3265000000,1739.6900000000,1738.9535000000,1739.6400000000,0.39
1616383500,1739.6450000000,1740.4915000000,1739.6450000000,1739.9665000000,0.46
1616383800,1739.9670000000,1740.4970000000,1739.9115000000,1740.0150000000,0.37
1616384100,1740.0085000000,1740.5665000000,1739.8945000000,1740.3785000000,0.22
1616384400,1740.3650000000,1741.3065000000,1740.1465000000,1741.2050000000,0.37
1616384700,1741.2150000000,1741.3765000000,1740.7930000000,1741.0450000000,0.24
1616385000,1740.9900000000,1741.1800000000,1740.5815000000,1740.9885000000,0.20
1616385300,1740.9815000000,1741.0735000000,1740.6085000000,1740.6390000000,0.22
1616385600,1740.6590000000,1740.8440000000,1740.1945000000,1740.1945000000,0.26
1616385900,1740.1965000000,1740.6170000000,1740.1570000000,1740.2665000000,0.18
1616386200,1740.2870000000,1740.7500000000,1740.0635000000,1740.6000000000,0.19
1616386500,1740.6150000000,1741.4965000000,1740.6000000000,1741.3465000000,0.27
1616386800,1741.3620000000,1741.7815000000,1741.3035000000,1741.3500000000,0.27
1616387100,1741.3600000000,1741.7215000000,1741.3350000000,1741.4250000000,0.18
1616387400,1741.4365000000,1742.3165000000,1741.4150000000,1742.2800000000,0.35
1616387700,1742.2835000000,1742.5800000000,1742.0240000000,1742.3835000000,0.30
1616388000,1742.3235000000,1742.8835000000,1742.1835000000,1742.3100000000,0.22
1616388300,1742.2185000000,1742.8665000000,1742.0535000000,1742.6900000000,0.25
1616388600,1742.6845000000,1743.0650000000,1742.5035000000,1742.5885000000,0.22
1616388900,1742.5790000000,1743.1650000000,1742.3990000000,1742.6750000000,0.31
1616389200,1742.6700000000,1742.6700000000,1741.2915000000,1741.6650000000,0.36
1616389500,1741.6645000000,1742.2365000000,1741.4100000000,1741.5470000000,0.27
1616389800,1741.5520000000,1742.2685000000,1741.5350000000,1741.6250000000,0.29
1616390100,1741.6250000000,1741.6250000000,1740.7850000000,1741.2285000000,0.55
1616390400,1741.2235000000,1741.2235000000,1740.5135000000,1740.6235000000,0.25
1616390700,1740.5735000000,1741.0550000000,1740.5350000000,1740.5650000000,0.23
1616391000,1740.5675000000,1740.6365000000,1739.7435000000,1739.8640000000,0.47
1616391300,1739.8635000000,1740.1850000000,1739.3000000000,1739.5475000000,0.45
1616391600,1739.5350000000,1739.6165000000,1738.6250000000,1739.0835000000,0.43
1616391900,1739.0935000000,1739.8885000000,1739.0635000000,1739.8250000000,0.57
1616392200,1739.7750000000,1740.3835000000,1738.7500000000,1738.9080000000,0.36
1616392500,1738.9285000000,1739.0035000000,1736.8635000000,1737.0735000000,0.63
1616392800,1737.1350000000,1737.9650000000,1734.5500000000,1734.6745000000,0.77
1616393100,1734.6795000000,1735.1200000000,1733.4915000000,1734.3880000000,0.92
1616393400,1734.3835000000,1734.6500000000,1731.4985000000,1732.9550000000,0.72
1616393700,1732.9600000000,1733.2835000000,1730.1770000000,1733.2185000000,0.96
1616394000,1733.2585000000,1733.2685000000,1732.0935000000,1732.6615000000,0.67
1616394300,1732.6620000000,1732.6765000000,1731.0250000000,1732.3845000000,0.54
1616394600,1732.3945000000,1732.6245000000,1729.6155000000,1731.2765000000,0.71
1616394900,1731.2665000000,1733.1365000000,1730.8565000000,1732.6665000000,0.72
1616395200,1732.6765000000,1733.1265000000,1732.0325000000,1732.7050000000,0.53
1616395500,1732.6950000000,1732.8520000000,1731.5885000000,1731.5885000000,0.56
1616395800,1731.6800000000,1732.0710000000,1731.2480000000,1731.4665000000,0.46
1616396100,1731.4565000000,1731.5115000000,1730.0150000000,1730.6035000000,0.60
1616396400,1730.5985000000,1730.7965000000,1728.6865000000,1729.4300000000,0.94
1616396700,1729.4275000000,1730.3350000000,1728.6600000000,1729.8465000000,0.75
1616397000,1729.8615000000,1730.6085000000,1729.7865000000,1730.5785000000,0.71
1616397300,1730.5635000000,1732.5105000000,1730.2585000000,1732.0535000000,0.81
1616397600,1732.0735000000,1732.1345000000,1730.9165000000,1730.9165000000,0.48
1616397900,1730.8915000000,1731.3865000000,1730.5735000000,1731.0885000000,0.48
1616398200,1731.0735000000,1732.0135000000,1730.1015000000,1730.2765000000,0.62
1616398500,1730.2865000000,1730.7665000000,1729.8315000000,1730.2635000000,0.53
1616398800,1730.2700000000,1730.3815000000,1729.0515000000,1729.2480000000,0.51
1616399100,1729.2530000000,1729.5315000000,1727.4255000000,1728.5950000000,0.66
1616399400,1728.6350000000,1729.4750000000,1727.5300000000,1728.8585000000,0.70
1616399700,1728.8685000000,1729.5905000000,1728.6115000000,1729.3565000000,0.54
1616400000,1729.3670000000,1729.8635000000,1728.9000000000,1729.2850000000,0.79
1616400300,1729.2900000000,1729.4250000000,1728.2630000000,1729.0165000000,0.65
1616400600,1729.0160000000,1731.7535000000,1728.9635000000,1731.2485000000,0.86
1616400900,1731.2435000000,1731.5135000000,1730.5235000000,1731.4185000000,0.70
1616401200,1731.4235000000,1732.4505000000,1731.2285000000,1731.2285000000,0.92
1616401500,1731.2235000000,1731.2535000000,1728.8150000000,1730.2200000000,0.92
1616401800,1730.2350000000,1731.9535000000,1730.1285000000,1731.1385000000,0.71
1616402100,1731.1600000000,1731.3630000000,1730.3835000000,1730.6585000000,0.67
1616402400,1730.6235000000,1730.8215000000,1729.3150000000,1730.7715000000,0.75
1616402700,1730.7765000000,1730.8565000000,1729.5535000000,1730.0000000000,0.72
1616403000,1730.0015000000,1731.4635000000,1729.8685000000,1731.3885000000,0.44
1616403300,1731.3635000000,1731.3635000000,1729.9700000000,1729.9900000000,0.58
1616403600,1729.9600000000,1730.7000000000,1729.8085000000,1730.4135000000,0.56
1616403900,1730.3785000000,1730.9150000000,1730.1185000000,1730.2335000000,0.45
1616404200,1730.2285000000,1730.3685000000,1729.0535000000,1729.0785000000,0.54
1616404500,1729.0835000000,1729.4085000000,1728.2035000000,1729.2385000000,0.63
1616404800,1729.2380000000,1729.6250000000,1728.3335000000,1729.0635000000,0.66
1616405100,1729.0685000000,1729.5235000000,1728.1750000000,1728.5835000000,0.86
1616405400,1728.5735000000,1729.3065000000,1728.4535000000,1729.3065000000,0.61
1616405700,1729.2915000000,1730.2800000000,1729.1615000000,1730.2535000000,0.38
1616406000,1730.2285000000,1730.9615000000,1730.1000000000,1730.6485000000,0.51
1616406300,1730.6435000000,1731.4115000000,1730.6035000000,1731.3265000000,0.42
1616406600,1731.3220000000,1731.5150000000,1730.2235000000,1731.1250000000,0.47
1616406900,1731.1350000000,1731.8150000000,1730.8045000000,1731.5735000000,0.55
1616407200,1731.5885000000,1732.0915000000,1731.1265000000,1731.4050000000,0.51
1616407500,1731.5150000000,1732.6115000000,1731.4950000000,1731.9685000000,0.59
1616407800,1731.9585000000,1732.9030000000,1731.9585000000,1732.7935000000,0.45
1616408100,1732.8085000000,1733.7135000000,1732.7535000000,1733.3485000000,0.45
1616408400,1733.3385000000,1733.7850000000,1732.7985000000,1733.2700000000,0.55
1616408700,1733.3350000000,1733.5635000000,1732.7000000000,1733.4585000000,0.42
1616409000,1733.4435000000,1733.7935000000,1732.5565000000,1732.6150000000,0.52
1616409300,1732.6600000000,1732.6715000000,1731.8165000000,1732.1750000000,0.40
1616409600,1732.1850000000,1732.2985000000,1731.3380000000,1732.2085000000,0.47
1616409900,1732.2185000000,1732.3985000000,1731.7865000000,1732.0150000000,0.41
1616410200,1732.0215000000,1732.2715000000,1731.5335000000,1732.2550000000,0.62
1616410500,1732.2600000000,1733.5265000000,1732.2515000000,1733.4515000000,0.42
1616410800,1733.4820000000,1735.9015000000,1733.4100000000,1735.4150000000,0.78
1616411100,1735.4265000000,1736.5750000000,1735.4265000000,1736.4135000000,0.74
1616411400,1736.4235000000,1737.3545000000,1735.8650000000,1736.8250000000,0.74
1616411700,1736.8400000000,1737.4235000000,1736.3200000000,1736.6650000000,0.75
1616412000,1736.6670000000,1737.6865000000,1736.6650000000,1737.4765000000,0.54
1616412300,1737.4815000000,1737.7300000000,1737.1715000000,1737.4965000000,0.59
1616412600,1737.4865000000,1738.3165000000,1737.2205000000,1738.1530000000,0.65
1616412900,1738.1550000000,1739.0450000000,1738.0855000000,1738.9255000000,0.81
1616413200,1738.9100000000,1739.1015000000,1738.0650000000,1738.1850000000,0.80
1616413500,1738.2050000000,1738.8265000000,1737.4510000000,1737.4510000000,0.86
1616413800,1737.4460000000,1737.7405000000,1736.6635000000,1737.7035000000,0.66
1616414100,1737.6885000000,1738.3185000000,1736.2335000000,1736.3650000000,0.59
1616414400,1736.3685000000,1737.0515000000,1734.8715000000,1734.9015000000,1.02
1616414700,1734.9065000000,1735.2850000000,1733.8185000000,1734.4235000000,0.89
1616415000,1734.4400000000,1734.9300000000,1733.5535000000,1734.1400000000,0.77
1616415300,1734.1300000000,1734.3085000000,1732.9735000000,1733.3450000000,0.74
1616415600,1733.3600000000,1734.9260000000,1732.8405000000,1732.8900000000,1.07
1616415900,1732.8815000000,1733.1115000000,1731.6085000000,1731.9965000000,0.89
1616416200,1731.9865000000,1732.6850000000,1731.2500000000,1731.9915000000,0.77
1616416500,1731.8950000000,1732.9015000000,1730.6385000000,1731.7745000000,1.13
1616416800,1731.7735000000,1733.7215000000,1731.3885000000,1733.2295000000,0.98
1616417100,1733.2350000000,1734.2265000000,1732.9905000000,1733.1165000000,0.74
1616417400,1733.1195000000,1733.4115000000,1732.0950000000,1732.5985000000,0.72
1616417700,1732.6250000000,1733.4595000000,1731.5085000000,1732.2715000000,0.72
1616418000,1732.2415000000,1733.4015000000,1731.5945000000,1732.0065000000,1.09
1616418300,1732.0050000000,1733.2965000000,1731.2750000000,1732.7435000000,0.90
1616418600,1732.7235000000,1733.5300000000,1730.9195000000,1732.2150000000,1.18
1616418900,1732.2250000000,1733.0965000000,1731.9700000000,1732.4650000000,0.93
1616419200,1732.4300000000,1732.6500000000,1730.6800000000,1731.0650000000,0.96
1616419500,1731.0500000000,1732.4335000000,1730.9735000000,1731.7335000000,0.95
1616419800,1731.7300000000,1734.2700000000,1731.3000000000,1734.2700000000,1.33
1616420100,1734.2835000000,1735.1465000000,1733.6000000000,1733.7935000000,1.05
1616420400,1733.8150000000,1734.2135000000,1732.1335000000,1732.2415000000,1.10
1616420700,1732.2315000000,1733.4400000000,1730.6435000000,1733.2385000000,1.17
1616421000,1733.2435000000,1735.5600000000,1733.0735000000,1735.1035000000,1.06
1616421300,1735.1900000000,1735.4585000000,1732.8265000000,1733.2615000000,1.22
1616421600,1733.2415000000,1734.9580000000,1733.0085000000,1734.3415000000,1.45
1616421900,1734.3465000000,1735.2350000000,1733.6685000000,1734.1815000000,1.31
1616422200,1734.1965000000,1736.0945000000,1734.1965000000,1734.8480000000,1.17
1616422500,1734.8400000000,1734.8975000000,1733.0200000000,1734.3805000000,1.10
1616422800,1734.3950000000,1735.8810000000,1733.1100000000,1735.6950000000,1.29
1616423100,1735.7400000000,1736.2865000000,1735.0000000000,1736.2865000000,1.24
1616423400,1736.2875000000,1736.8370000000,1735.2335000000,1736.2165000000,1.33
1616423700,1736.2115000000,1736.7835000000,1735.5405000000,1736.7500000000,1.04
1616424000,1736.7765000000,1736.9350000000,1735.0285000000,1735.5135000000,0.90
1616424300,1735.5185000000,1737.8545000000,1735.5135000000,1737.4570000000,1.25
1616424600,1737.4575000000,1738.4515000000,1737.2200000000,1737.5165000000,0.97
1616424900,1737.5065000000,1738.0660000000,1737.0505000000,1738.0660000000,0.84
1616425200,1738.0760000000,1738.0760000000,1735.4600000000,1735.5615000000,1.11
1616425500,1735.5715000000,1736.2400000000,1735.4500000000,1735.5760000000,0.84
1616425800,1735.5710000000,1736.2150000000,1735.3600000000,1735.5650000000,0.77
1616426100,1735.5500000000,1736.2150000000,1735.0500000000,1735.5660000000,0.79
1616426400,1735.4650000000,1736.1110000000,1735.0445000000,1735.3750000000,0.72
1616426700,1735.3700000000,1735.9310000000,1733.7750000000,1734.2750000000,0.75
1616427000,1734.2650000000,1736.7500000000,1733.7750000000,1736.6300000000,0.83
1616427300,1736.6350000000,1737.9665000000,1736.5185000000,1737.3235000000,0.78
1616427600,1737.3385000000,1737.8135000000,1737.0900000000,1737.4700000000,0.69
1616427900,1737.4650000000,1738.5750000000,1737.1985000000,1738.0485000000,0.88
1616428200,1738.0635000000,1738.7465000000,1737.8015000000,1738.2465000000,0.70
1616428500,1738.2365000000,1738.4750000000,1737.7200000000,1738.3350000000,0.77
1616428800,1738.3750000000,1738.5715000000,1737.5535000000,1737.7835000000,0.70
1616429100,1737.8000000000,1738.4085000000,1737.8000000000,1738.0985000000,0.52
1616429400,1738.0785000000,1738.8215000000,1738.0750000000,1738.2700000000,0.59
1616429700,1738.2100000000,1739.2550000000,1737.8050000000,1739.1650000000,0.64
1616430000,1739.1685000000,1739.7050000000,1738.5900000000,1738.5900000000,0.53
1616430300,1738.5865000000,1739.9315000000,1738.3565000000,1739.3865000000,0.64
1616430600,1739.3565000000,1739.7885000000,1738.7865000000,1739.4965000000,0.63
1616430900,1739.4865000000,1739.5265000000,1738.8465000000,1738.9115000000,0.55
1616431200,1738.9415000000,1739.6600000000,1738.4505000000,1739.2235000000,0.73
1616431500,1739.2285000000,1739.2865000000,1738.5435000000,1738.6650000000,0.61
1616431800,1738.6700000000,1739.2900000000,1738.3985000000,1739.2885000000,0.63
1616432100,1739.2900000000,1740.4815000000,1739.0935000000,1740.4365000000,0.67
1616432400,1740.4150000000,1740.6900000000,1739.6785000000,1739.6785000000,0.60
1616432700,1739.6685000000,1739.8850000000,1739.1515000000,1739.4550000000,0.50
1616433000,1739.4800000000,1739.6735000000,1738.9135000000,1739.1835000000,0.45
1616433300,1739.1935000000,1739.7700000000,1739.1535000000,1739.7085000000,0.38
1616433600,1739.7185000000,1739.8385000000,1739.2685000000,1739.5335000000,0.44
1616433900,1739.5085000000,1739.7735000000,1738.8485000000,1738.9035000000,0.65
1616434200,1738.8950000000,1739.1900000000,1738.0800000000,1739.0450000000,0.38
1616434500,1739.0650000000,1739.3565000000,1738.8650000000,1738.9950000000,0.43
1616434800,1739.0050000000,1739.7150000000,1738.8950000000,1739.6400000000,0.49
1616435100,1739.5745000000,1740.3200000000,1739.5600000000,1739.7335000000,0.59
1616435400,1739.7485000000,1740.7850000000,1739.6885000000,1740.6835000000,0.34
1616435700,1740.6785000000,1741.0365000000,1740.3485000000,1740.6885000000,0.42
1616436000,1740.6430000000,1741.1435000000,1740.6430000000,1740.8685000000,0.49
