ts,o,h,l,c,v
1613088000,1826.8435000000,1827.0640000000,1826.6590000000,1826.8090000000,0.17
1613088300,1826.8065000000,1827.2040000000,1826.7390000000,1827.1765000000,0.14
1613088600,1827.1790000000,1828.0280000000,1827.0815000000,1827.9090000000,0.14
1613088900,1827.9040000000,1827.9250000000,1826.1820000000,1826.4535000000,0.14
1613089200,1826.3785000000,1826.9735000000,1826.0700000000,1826.7935000000,0.14
1613089500,1826.7685000000,1827.0685000000,1826.0835000000,1826.2750000000,0.18
1613089800,1826.2760000000,1826.2760000000,1825.4150000000,1825.4300000000,0.16
1613090100,1825.4200000000,1825.8235000000,1824.7300000000,1824.8650000000,0.22
1613090400,1824.8850000000,1825.8400000000,1824.8850000000,1825.7300000000,0.14
1613090700,1825.8060000000,1825.9810000000,1824.6950000000,1824.7100000000,0.22
1613091000,1824.7160000000,1825.0315000000,1823.7965000000,1823.8765000000,0.34
1613091300,1823.8315000000,1824.6350000000,1823.7865000000,1824.1350000000,0.23
1613091600,1824.0650000000,1825.3900000000,1823.7050000000,1823.9390000000,0.29
1613091900,1823.9340000000,1824.4700000000,1823.2000000000,1823.2000000000,0.16
1613092200,1823.2100000000,1823.3650000000,1822.6850000000,1822.7700000000,0.16
1613092500,1822.7850000000,1823.4950000000,1822.7235000000,1822.7285000000,0.16
1613092800,1822.7350000000,1823.0350000000,1822.2700000000,1823.0300000000,0.18
1613093100,1823.0400000000,1823.8300000000,1822.7535000000,1823.6250000000,0.15
1613093400,1823.5950000000,1823.7750000000,1823.1700000000,1823.6850000000,0.15
1613093700,1823.7000000000,1824.0500000000,1822.9815000000,1823.1765000000,0.16
1613094000,1823.1115000000,1823.4600000000,1822.8165000000,1823.4515000000,0.23
1613094300,1823.4250000000,1823.4465000000,1822.4850000000,1822.5100000000,0.16
1613094600,1822.5450000000,1823.4085000000,1821.8050000000,1823.3915000000,0.23
1613094900,1823.3865000000,1823.5950000000,1822.9600000000,1823.5750000000,0.18
1613095200,1823.5560000000,1823.5560000000,1822.4550000000,1822.4650000000,0.19
1613095500,1822.4565000000,1822.5300000000,1821.4265000000,1822.1000000000,0.24
