lookback,respect_min,rr,side,elder_mode,entry_cost_bps,exit_cost_bps,trades,net_r,pf,wr,dd_r,folds_pos,pass_exploration,score
48,0.75,1.6,both,off,8.0,8.0,189,-4.6054,0.9625,0.455,25.4369,2,0,4.6446
