trades,net_r,pf,win_rate,avg_r,tag,symbols,positive_symbols,years,positive_years,months,positive_months,worst_month_r,top_symbol_frac
105,-32.0938,0.5763122007374384,0.4381,-0.3057,bos_long_rr1.5_sl0.8_h6_b0.1_cd20,4,1,1,0,4,0,-11.4353,0.3238
66,-32.1215,0.46225767569558374,0.2727,-0.4867,choch_long_rr2.0_sl1.0_h12_b0.1_cd10,4,1,1,0,4,1,-15.345,0.2879
61,-32.1397,0.40742768854079087,0.3115,-0.5269,choch_long_rr1.5_sl1.0_h12_b0.2_cd10,4,0,1,0,4,1,-15.1318,0.3115
66,-32.2462,0.409270688496,0.2727,-0.4886,choch_long_rr2.0_sl1.0_h6_b0.1_cd10,4,1,1,0,4,1,-15.7846,0.2879
92,-32.3639,0.5627829376203182,0.3261,-0.3518,bos_long_rr2.0_sl1.0_h12_b0.2_cd20,4,0,1,0,3,0,-12.2767,0.3261
63,-32.3789,0.4191396229122939,0.3175,-0.514,choch_long_rr1.5_sl1.0_h12_b0.2_cd5,4,0,1,0,4,1,-13.9796,0.3175
69,-32.4242,0.45640212314367434,0.3333,-0.4699,choch_long_rr1.5_sl1.0_h12_b0.1_cd5,4,0,1,0,4,1,-13.8872,0.2899
67,-32.6008,0.35253310242238034,0.3881,-0.4866,choch_long_rr1.0_sl1.0_h6_b0.1_cd10,4,0,1,0,4,1,-17.7121,0.2836
104,-32.6047,0.6069748295227844,0.4327,-0.3135,bos_short_rr1.5_sl0.8_h12_b0.2_cd20,4,1,1,0,4,0,-14.6412,0.3077
69,-32.7018,0.4292311800650327,0.2754,-0.4739,choch_long_rr2.0_sl1.0_h6_b0.1_cd5,4,1,1,0,4,1,-15.0963,0.2899
64,-32.7563,0.33119561267033365,0.375,-0.5118,choch_long_rr1.0_sl1.0_h6_b0.1_cd20,4,0,1,0,4,1,-19.1482,0.2812
63,-32.832,0.3641448336767736,0.3016,-0.5211,choch_long_rr1.5_sl1.0_h6_b0.1_cd20,4,0,1,0,4,1,-16.2614,0.2857
58,-32.9806,0.301097075383934,0.3966,-0.5686,choch_long_rr1.0_sl0.8_h6_b0.2_cd20,4,0,1,0,4,1,-15.2899,0.3103
129,-33.1915,0.6887600475606418,0.3953,-0.2573,bos_short_rr2.0_sl0.8_h6_b0.2_cd10,4,1,1,0,4,1,-12.704,0.3178
69,-33.2488,0.35742046704172764,0.3913,-0.4819,choch_long_rr1.0_sl1.0_h6_b0.1_cd5,4,0,1,0,4,1,-17.7274,0.2899
63,-33.3072,0.31429418449528135,0.3651,-0.5287,choch_long_rr1.0_sl1.0_h6_b0.2_cd5,4,0,1,0,4,1,-16.8198,0.3175
104,-33.3715,0.5977316314341061,0.4327,-0.3209,bos_short_rr1.5_sl0.8_h6_b0.2_cd20,4,1,1,0,4,0,-15.0204,0.3077
94,-33.4052,0.5327310138578241,0.3723,-0.3554,bos_long_rr1.5_sl1.0_h12_b0.2_cd20,4,0,1,0,3,0,-14.0836,0.3191
66,-33.4437,0.4247927487874514,0.3182,-0.5067,choch_long_rr1.5_sl1.0_h12_b0.1_cd10,4,0,1,0,4,1,-15.0394,0.2879
124,-33.5255,0.6177835997692485,0.4032,-0.2704,bos_long_rr1.5_sl1.0_h12_b0.1_cd10,4,0,1,0,3,0,-14.6646,0.3306
164,-33.7025,0.7269500558212036,0.3902,-0.2055,bos_short_rr2.0_sl1.0_h6_b0.1_cd5,4,1,1,0,4,1,-14.2036,0.3293
62,-33.7957,0.349047427350806,0.2903,-0.5451,choch_long_rr1.5_sl1.0_h6_b0.2_cd10,4,0,1,0,4,1,-14.3687,0.3065
58,-33.8291,0.2957787233333889,0.3966,-0.5833,choch_long_rr1.0_sl0.8_h12_b0.2_cd20,4,0,1,0,4,1,-15.2899,0.3103
97,-33.9096,0.5613474076373797,0.3196,-0.3496,bos_long_rr2.0_sl1.0_h12_b0.1_cd20,4,0,1,0,3,0,-14.6656,0.3196
100,-34.5835,0.4551437074521802,0.5,-0.3458,bos_long_rr1.0_sl0.8_h12_b0.2_cd20,4,0,1,0,4,0,-12.3557,0.32
105,-34.961,0.5865558819494705,0.381,-0.333,bos_long_rr2.0_sl0.8_h6_b0.1_cd20,4,0,1,0,4,1,-13.6637,0.3238
62,-35.1871,0.43108789357443356,0.2742,-0.5675,choch_long_rr2.0_sl0.8_h12_b0.1_cd20,4,0,1,0,4,1,-15.7625,0.2903
63,-35.2024,0.3396500008441399,0.2857,-0.5588,choch_long_rr1.5_sl1.0_h6_b0.2_cd5,4,0,1,0,4,1,-14.3687,0.3175
67,-35.2414,0.36506329296372503,0.2985,-0.526,choch_long_rr1.5_sl1.0_h6_b0.1_cd10,4,0,1,0,4,1,-16.4096,0.2836
62,-35.3353,0.4306506656182628,0.2742,-0.5699,choch_long_rr2.0_sl0.8_h12_b0.2_cd10,4,0,1,0,4,1,-13.344,0.3065
122,-35.555,0.5725694281650962,0.4098,-0.2914,bos_long_rr1.5_sl1.0_h6_b0.2_cd10,4,0,1,0,4,1,-14.5751,0.3443
57,-35.613,0.3641761945910431,0.2632,-0.6248,choch_long_rr2.0_sl0.8_h6_b0.2_cd20,4,0,1,0,4,1,-14.5507,0.3158
139,-35.639,0.6328673309715588,0.3669,-0.2564,bos_long_rr2.0_sl1.0_h6_b0.2_cd5,4,1,1,0,4,1,-14.917,0.3597
135,-35.8429,0.5792118844241163,0.5111,-0.2655,bos_short_rr1.0_sl1.0_h12_b0.1_cd10,4,1,1,0,4,0,-15.9257,0.3333
63,-35.8781,0.2984899528977927,0.3968,-0.5695,choch_long_rr1.0_sl0.8_h6_b0.2_cd5,4,0,1,0,4,1,-15.9744,0.3175
136,-35.8867,0.6590191504624902,0.4412,-0.2639,bos_short_rr1.5_sl0.8_h12_b0.1_cd10,4,1,1,0,4,0,-17.3576,0.3309
149,-35.9335,0.6557328831694399,0.3826,-0.2412,bos_long_rr2.0_sl1.0_h6_b0.1_cd5,4,0,1,0,4,1,-16.067,0.3624
69,-35.9598,0.36796425709022906,0.3043,-0.5212,choch_long_rr1.5_sl1.0_h6_b0.1_cd5,4,0,1,0,4,1,-15.7213,0.2899
137,-36.2298,0.5766443828240301,0.5109,-0.2645,bos_short_rr1.0_sl1.0_h6_b0.1_cd10,4,1,1,0,4,0,-15.0642,0.3358
101,-36.2579,0.43284555643325856,0.4851,-0.359,bos_long_rr1.0_sl0.8_h6_b0.2_cd20,4,1,1,0,4,0,-13.8503,0.3168
62,-36.3889,0.28850248611276763,0.3871,-0.5869,choch_long_rr1.0_sl0.8_h6_b0.2_cd10,4,0,1,0,4,1,-15.9744,0.3065
137,-36.4897,0.6532896893453877,0.4453,-0.2663,bos_short_rr1.5_sl0.8_h6_b0.1_cd10,4,1,1,0,4,1,-17.7368,0.3285
101,-36.6569,0.5312500799218428,0.3861,-0.3629,bos_long_rr1.5_sl0.8_h12_b0.1_cd20,4,1,1,0,3,0,-15.6363,0.3069
69,-36.6582,0.33346909461167124,0.4203,-0.5313,choch_long_rr1.0_sl0.8_h12_b0.1_cd5,4,0,1,0,4,1,-19.1087,0.2899
63,-36.7266,0.2936187072775741,0.3968,-0.583,choch_long_rr1.0_sl0.8_h12_b0.2_cd5,4,0,1,0,4,1,-15.9744,0.3175
63,-36.8245,0.4205592917903191,0.2698,-0.5845,choch_long_rr2.0_sl0.8_h12_b0.2_cd5,4,0,1,0,4,1,-13.344,0.3175
118,-36.8431,0.5034274639193044,0.4831,-0.3122,bos_long_rr1.0_sl1.0_h12_b0.2_cd10,4,0,1,0,3,0,-15.8889,0.3305
69,-37.1345,0.3234434069687998,0.4058,-0.5382,choch_long_rr1.0_sl0.8_h6_b0.1_cd5,4,0,1,0,4,1,-19.1087,0.2899
62,-37.2374,0.28379423225612876,0.3871,-0.6006,choch_long_rr1.0_sl0.8_h12_b0.2_cd10,4,0,1,0,4,1,-15.9744,0.3065
129,-37.7257,0.6277975098166894,0.4341,-0.2924,bos_short_rr1.5_sl0.8_h12_b0.2_cd10,4,1,1,0,4,0,-17.6515,0.3178
154,-37.732,0.6713646918238336,0.4221,-0.245,bos_short_rr1.5_sl1.0_h12_b0.2_cd5,4,1,1,0,4,0,-21.8107,0.3247
107,-37.8019,0.4805133589307359,0.514,-0.3533,bos_short_rr1.0_sl0.8_h12_b0.1_cd20,4,1,1,0,4,0,-17.1376,0.3178
64,-37.8328,0.29670574807087075,0.3906,-0.5911,choch_long_rr1.0_sl0.8_h12_b0.1_cd20,4,0,1,0,4,1,-18.4249,0.2812
67,-37.8674,0.3114830404465576,0.403,-0.5652,choch_long_rr1.0_sl0.8_h12_b0.1_cd10,4,0,1,0,4,1,-19.1087,0.2836
109,-37.9991,0.4469817586978732,0.5046,-0.3486,bos_long_rr1.0_sl0.8_h6_b0.1_cd20,4,1,1,0,4,0,-15.4569,0.3119
64,-38.3091,0.2863790383121564,0.375,-0.5986,choch_long_rr1.0_sl0.8_h6_b0.1_cd20,4,0,1,0,4,1,-18.4249,0.2812
67,-38.3437,0.3014128900022774,0.3881,-0.5723,choch_long_rr1.0_sl0.8_h6_b0.1_cd10,4,0,1,0,4,1,-19.1087,0.2836
57,-38.7545,0.31856505585359374,0.2807,-0.6799,choch_long_rr1.5_sl0.8_h12_b0.2_cd20,4,0,1,0,4,1,-15.7899,0.3158
69,-38.7561,0.43689493895448944,0.2754,-0.5617,choch_long_rr2.0_sl0.8_h12_b0.1_cd5,4,0,1,0,4,1,-17.1087,0.2899
106,-38.8176,0.4316844526367109,0.4811,-0.3662,bos_long_rr1.0_sl0.8_h12_b0.1_cd20,4,0,1,0,3,0,-14.3913,0.3019
67,-38.9653,0.4213346402025647,0.2687,-0.5816,choch_long_rr2.0_sl0.8_h12_b0.1_cd10,4,0,1,0,4,1,-17.1087,0.2836
107,-38.9682,0.4688361289900469,0.5047,-0.3642,bos_short_rr1.0_sl0.8_h6_b0.1_cd20,4,1,1,0,4,0,-18.3039,0.3178
130,-39.0943,0.6151044784348318,0.4385,-0.3007,bos_short_rr1.5_sl0.8_h6_b0.2_cd10,4,1,1,0,4,1,-18.0307,0.3154
62,-39.0959,0.3611937615908106,0.2581,-0.6306,choch_long_rr2.0_sl0.8_h6_b0.2_cd10,4,0,1,0,4,1,-16.0536,0.3065
100,-39.1525,0.5467663292616294,0.32,-0.3915,bos_long_rr2.0_sl0.8_h12_b0.1_cd20,4,0,1,0,3,0,-15.1472,0.31
128,-39.2527,0.5321517750192192,0.4922,-0.3067,bos_short_rr1.0_sl1.0_h12_b0.2_cd10,4,1,1,0,4,0,-18.1607,0.3203
150,-39.3982,0.6051572427892806,0.42,-0.2627,bos_long_rr1.5_sl1.0_h6_b0.1_cd5,4,1,1,0,4,0,-15.3357,0.36
83,-39.4125,0.43787733353110736,0.3373,-0.4748,choch_long_rr1.5_sl1.0_h12_b0.1_cd0,4,0,1,0,4,1,-18.2391,0.3133
140,-39.415,0.5786961224864999,0.4,-0.2815,bos_long_rr1.5_sl1.0_h6_b0.2_cd5,4,0,1,0,4,0,-13.5639,0.3571
76,-39.4477,0.4041969934737265,0.3158,-0.519,choch_long_rr1.5_sl1.0_h12_b0.2_cd0,4,0,1,0,4,1,-18.3943,0.3421
163,-40.4926,0.667853044457587,0.4172,-0.2484,bos_short_rr1.5_sl1.0_h12_b0.1_cd5,4,1,1,0,4,0,-22.7917,0.3313
63,-40.5851,0.3526137050631114,0.254,-0.6442,choch_long_rr2.0_sl0.8_h6_b0.2_cd5,4,0,1,0,4,1,-16.0536,0.3175
98,-40.6061,0.49795192684552225,0.3469,-0.4143,bos_long_rr2.0_sl0.8_h6_b0.2_cd20,4,0,1,0,4,1,-18.3199,0.3265
57,-40.674,0.2738186206945803,0.2632,-0.7136,choch_long_rr1.5_sl0.8_h6_b0.2_cd20,4,0,1,0,4,1,-17.5507,0.3158
130,-40.7279,0.520755769348439,0.4923,-0.3133,bos_short_rr1.0_sl1.0_h6_b0.2_cd10,4,1,1,0,4,0,-17.7909,0.3231
159,-41.3411,0.6414982097066937,0.4151,-0.26,bos_short_rr1.5_sl1.0_h6_b0.2_cd5,4,1,1,0,4,1,-20.0847,0.327
90,-41.4453,0.38645003700962255,0.4111,-0.4605,choch_long_rr1.0_sl1.0_h12_b0.1_cd0,4,0,1,0,4,1,-21.0358,0.3111
77,-41.4886,0.4450851125582988,0.2857,-0.5388,choch_long_rr2.0_sl0.8_h12_b0.2_cd0,4,0,1,0,4,1,-18.4596,0.3506
168,-41.6141,0.6576030792117008,0.4226,-0.2477,bos_short_rr1.5_sl1.0_h6_b0.1_cd5,4,1,1,0,4,1,-20.574,0.3333
63,-41.7516,0.3307815850972774,0.2857,-0.6627,choch_long_rr1.5_sl0.8_h12_b0.1_cd20,4,0,1,0,4,1,-18.4249,0.2857
77,-41.8148,0.3339258976074421,0.2857,-0.543,choch_long_rr1.5_sl1.0_h6_b0.2_cd0,4,0,1,0,4,0,-18.0206,0.3377
63,-41.9854,0.3215544391424698,0.2381,-0.6664,choch_long_rr2.0_sl0.8_h6_b0.1_cd20,4,0,1,0,4,1,-19.0544,0.2857
90,-42.0109,0.35520018909220397,0.3889,-0.4668,choch_long_rr1.0_sl1.0_h6_b0.1_cd0,4,0,1,0,4,1,-21.1537,0.3111
130,-42.0572,0.6038569532631229,0.3846,-0.3235,bos_long_rr2.0_sl0.8_h6_b0.1_cd10,4,1,1,0,4,1,-17.5868,0.3462
84,-42.3103,0.3624558310542534,0.3095,-0.5037,choch_long_rr1.5_sl1.0_h6_b0.1_cd0,4,0,1,0,4,0,-17.6782,0.3095
83,-42.7185,0.34036790604236183,0.3855,-0.5147,choch_long_rr1.0_sl1.0_h12_b0.2_cd0,4,0,1,0,4,1,-20.929,0.3373
62,-42.7374,0.31138237843725525,0.2742,-0.6893,choch_long_rr1.5_sl0.8_h12_b0.2_cd10,4,0,1,0,4,1,-15.9744,0.3065
83,-42.8878,0.30808607986215863,0.3614,-0.5167,choch_long_rr1.0_sl1.0_h6_b0.2_cd0,4,0,1,0,4,1,-21.0469,0.3373
138,-43.0581,0.5052447974298252,0.4855,-0.312,bos_long_rr1.0_sl1.0_h12_b0.2_cd5,4,0,1,0,3,0,-16.3758,0.3406
78,-43.0637,0.4042108408815151,0.2821,-0.5521,choch_long_rr2.0_sl0.8_h6_b0.2_cd0,4,0,1,0,4,1,-18.6965,0.3462
151,-43.2125,0.6697930461109128,0.3642,-0.2862,bos_short_rr2.0_sl0.8_h12_b0.2_cd5,4,1,1,0,4,1,-19.1771,0.3245
159,-43.3038,0.6833577801599013,0.3648,-0.2724,bos_short_rr2.0_sl0.8_h12_b0.1_cd5,4,1,1,0,4,1,-20.1533,0.327
134,-43.4229,0.48074570555631957,0.4851,-0.3241,bos_long_rr1.0_sl1.0_h6_b0.1_cd10,4,0,1,0,4,0,-17.8267,0.3507
129,-43.7227,0.4773325523292649,0.4651,-0.3389,bos_long_rr1.0_sl1.0_h12_b0.1_cd10,4,0,1,0,4,0,-15.6732,0.3333
118,-44.0805,0.5685180309062094,0.339,-0.3736,bos_long_rr2.0_sl0.8_h12_b0.2_cd10,4,0,1,0,3,0,-16.7904,0.3475
67,-44.1012,0.32884079806419214,0.2388,-0.6582,choch_long_rr2.0_sl0.8_h6_b0.1_cd10,4,0,1,0,4,1,-18.7382,0.2836
63,-44.2266,0.30408580087424747,0.2698,-0.702,choch_long_rr1.5_sl0.8_h12_b0.2_cd5,4,0,1,0,4,1,-15.9744,0.3175
67,-44.3674,0.3299281559937716,0.2836,-0.6622,choch_long_rr1.5_sl0.8_h12_b0.1_cd10,4,0,1,0,4,1,-18.6087,0.2836
146,-44.4476,0.5898396550960445,0.3973,-0.3044,bos_long_rr1.5_sl1.0_h12_b0.1_cd5,4,1,1,0,3,0,-17.3417,0.3562
136,-44.5984,0.5591806396261402,0.3897,-0.3279,bos_long_rr1.5_sl1.0_h12_b0.2_cd5,4,0,1,0,3,0,-17.4585,0.3456
142,-44.6148,0.4851688974383533,0.4718,-0.3142,bos_long_rr1.0_sl1.0_h6_b0.2_cd5,4,0,1,0,4,0,-16.7862,0.3521
62,-44.6569,0.2703299755724941,0.2581,-0.7203,choch_long_rr1.5_sl0.8_h6_b0.2_cd10,4,0,1,0,4,1,-17.7352,0.3065
69,-44.6582,0.34037201209415957,0.2899,-0.6472,choch_long_rr1.5_sl0.8_h12_b0.1_cd5,4,0,1,0,4,1,-18.6087,0.2899
69,-44.7301,0.33435568214624795,0.2464,-0.6483,choch_long_rr2.0_sl0.8_h6_b0.1_cd5,4,0,1,0,4,1,-18.7382,0.2899
124,-45.0598,0.43906425643317476,0.4516,-0.3634,bos_long_rr1.0_sl1.0_h6_b0.2_cd10,4,0,1,0,4,1,-17.4112,0.3468
95,-45.3128,0.48139500814883995,0.3053,-0.477,bos_long_rr2.0_sl0.8_h12_b0.2_cd20,4,0,1,0,4,0,-16.9429,0.3263
63,-45.5229,0.25849290791694085,0.254,-0.7226,choch_long_rr1.5_sl0.8_h6_b0.1_cd20,4,0,1,0,4,1,-20.1857,0.2857
167,-45.5532,0.572760644593715,0.509,-0.2728,bos_short_rr1.0_sl1.0_h12_b0.1_cd5,4,1,1,0,4,0,-19.9099,0.3353
122,-45.7954,0.5419621790787714,0.3689,-0.3754,bos_long_rr2.0_sl0.8_h6_b0.2_cd10,4,0,1,0,4,1,-17.3848,0.3525
104,-46.1204,0.40176873607230595,0.4712,-0.4435,bos_short_rr1.0_sl0.8_h12_b0.2_cd20,4,1,1,0,4,0,-19.7317,0.3077
63,-46.1461,0.26390836280341423,0.254,-0.7325,choch_long_rr1.5_sl0.8_h6_b0.2_cd5,4,0,1,0,4,1,-17.7352,0.3175
227,-46.6466,0.7448427400143642,0.3744,-0.2055,bos_short_rr2.0_sl1.0_h12_b0.1_cd0,4,1,1,0,4,0,-27.2876,0.348
152,-47.089,0.4931003562044047,0.4803,-0.3098,bos_long_rr1.0_sl1.0_h6_b0.1_cd5,4,0,1,0,4,0,-18.325,0.3618
125,-47.1068,0.5660830973694245,0.328,-0.3769,bos_long_rr2.0_sl0.8_h12_b0.1_cd10,4,0,1,0,3,0,-19.2711,0.336
165,-47.1542,0.6596642415843872,0.3758,-0.2858,bos_short_rr2.0_sl0.8_h6_b0.1_cd5,4,1,1,0,4,1,-20.3298,0.3333
169,-47.4091,0.5549933027144891,0.4911,-0.2805,bos_short_rr1.0_sl1.0_h6_b0.1_cd5,4,1,1,0,4,0,-19.5039,0.3373
85,-47.7403,0.42408918237825305,0.2824,-0.5617,choch_long_rr2.0_sl0.8_h12_b0.1_cd0,4,0,1,0,4,1,-27.9361,0.3294
104,-48.0022,0.3821363202240683,0.4615,-0.4616,bos_short_rr1.0_sl0.8_h6_b0.2_cd20,4,1,1,0,4,0,-19.7317,0.3077
150,-48.0722,0.4961428972710998,0.48,-0.3205,bos_long_rr1.0_sl1.0_h12_b0.1_cd5,4,0,1,0,4,0,-18.8262,0.36
67,-48.1387,0.26186544244035653,0.2537,-0.7185,choch_long_rr1.5_sl0.8_h6_b0.1_cd10,4,0,1,0,4,1,-20.3695,0.2836
133,-48.1391,0.5527278166874481,0.3308,-0.3619,bos_long_rr2.0_sl1.0_h12_b0.2_cd5,4,0,1,0,3,0,-19.7737,0.3534
69,-48.7676,0.2689162427911175,0.2609,-0.7068,choch_long_rr1.5_sl0.8_h6_b0.1_cd5,4,0,1,0,4,1,-20.3695,0.2899
141,-49.0408,0.4849964609836575,0.5106,-0.3478,bos_short_rr1.0_sl0.8_h6_b0.1_cd10,4,1,1,0,4,0,-20.4556,0.3333
140,-49.3953,0.48127366782813613,0.5071,-0.3528,bos_short_rr1.0_sl0.8_h12_b0.1_cd10,4,1,1,0,4,0,-20.4556,0.3357
87,-49.9969,0.2931851757604032,0.3908,-0.5747,choch_long_rr1.0_sl0.8_h6_b0.2_cd0,4,0,1,0,4,1,-24.4018,0.3448
170,-50.0143,0.542248036119117,0.5353,-0.2942,bos_short_rr1.0_sl0.8_h12_b0.1_cd5,4,1,1,0,4,0,-19.5708,0.3412
143,-50.24,0.5662987169382623,0.3357,-0.3513,bos_long_rr2.0_sl1.0_h12_b0.1_cd5,4,0,1,0,3,0,-21.6177,0.3636
168,-50.8263,0.6063803093736786,0.4226,-0.3025,bos_short_rr1.5_sl0.8_h6_b0.1_cd5,4,1,1,0,4,1,-23.1396,0.3393
165,-50.9589,0.609856541092272,0.4182,-0.3088,bos_short_rr1.5_sl0.8_h12_b0.1_cd5,4,1,1,0,4,0,-21.1102,0.3333
120,-51.0506,0.4795593076232197,0.375,-0.4254,bos_long_rr1.5_sl0.8_h12_b0.2_cd10,4,1,1,0,3,0,-20.6262,0.35
172,-51.2959,0.5356664714439212,0.5291,-0.2982,bos_short_rr1.0_sl0.8_h6_b0.1_cd5,4,1,1,0,4,0,-19.5708,0.343
86,-51.3019,0.3558541647571108,0.2674,-0.5965,choch_long_rr2.0_sl0.8_h6_b0.1_cd0,4,0,1,0,4,1,-27.3077,0.3256
87,-51.7084,0.2906756143164225,0.3908,-0.5943,choch_long_rr1.0_sl0.8_h12_b0.2_cd0,4,0,1,0,4,1,-24.6564,0.3448
95,-51.848,0.3165394603287592,0.4,-0.5458,choch_long_rr1.0_sl0.8_h6_b0.1_cd0,4,0,1,0,4,1,-28.2058,0.3263
95,-52.2347,0.3241384932089988,0.4105,-0.5498,choch_long_rr1.0_sl0.8_h12_b0.1_cd0,4,0,1,0,4,1,-28.4604,0.3263
156,-52.3835,0.60974237863933,0.359,-0.3358,bos_short_rr2.0_sl0.8_h6_b0.2_cd5,4,1,1,0,4,1,-19.3536,0.3269
159,-53.6872,0.502217376106486,0.478,-0.3377,bos_short_rr1.0_sl1.0_h12_b0.2_cd5,4,1,1,0,4,0,-20.9232,0.327
124,-55.2194,0.44202369151517173,0.3871,-0.4453,bos_long_rr1.5_sl0.8_h6_b0.2_cd10,4,0,1,0,4,1,-22.7175,0.3548
80,-55.3618,0.3015218153786371,0.275,-0.692,choch_long_rr1.5_sl0.8_h12_b0.2_cd0,4,0,1,0,4,1,-25.0939,0.35
220,-55.5209,0.6927916771797493,0.3636,-0.2524,bos_short_rr2.0_sl1.0_h12_b0.2_cd0,4,1,1,0,4,0,-27.7625,0.35
80,-55.7371,0.27402018886356233,0.2625,-0.6967,choch_long_rr1.5_sl0.8_h6_b0.2_cd0,4,0,1,0,4,0,-24.8308,0.35
161,-55.8989,0.4809956166942577,0.4596,-0.3472,bos_short_rr1.0_sl1.0_h6_b0.2_cd5,4,1,1,0,4,0,-21.0089,0.3292
133,-56.3888,0.4162353991040953,0.4737,-0.424,bos_short_rr1.0_sl0.8_h12_b0.2_cd10,4,1,1,0,4,0,-26.7495,0.3233
157,-56.509,0.5583081127049436,0.4013,-0.3599,bos_short_rr1.5_sl0.8_h12_b0.2_cd5,4,1,1,0,4,0,-20.134,0.3248
134,-56.7498,0.412498149492055,0.4776,-0.4235,bos_short_rr1.0_sl0.8_h6_b0.2_cd10,4,1,1,0,4,0,-26.7495,0.3209
132,-56.9193,0.46393576944810694,0.3939,-0.4312,bos_long_rr1.5_sl0.8_h6_b0.1_cd10,4,1,1,0,4,1,-25.6646,0.3485
141,-57.6441,0.5051307695939767,0.3475,-0.4088,bos_long_rr2.0_sl0.8_h6_b0.2_cd5,4,0,1,0,4,1,-21.8843,0.3546
239,-57.84,0.6847073240133749,0.3808,-0.242,bos_short_rr2.0_sl1.0_h6_b0.1_cd0,4,1,1,0,4,1,-24.5017,0.3473
88,-58.441,0.3225535722979693,0.2841,-0.6641,choch_long_rr1.5_sl0.8_h12_b0.1_cd0,4,0,1,0,4,1,-30.3979,0.3295
129,-58.6337,0.45687007202987906,0.3566,-0.4545,bos_long_rr1.5_sl0.8_h12_b0.1_cd10,4,1,1,0,3,0,-25.2044,0.3411
160,-59.8405,0.5360769994107979,0.3937,-0.374,bos_short_rr1.5_sl0.8_h6_b0.2_cd5,4,1,1,0,4,1,-22.1634,0.3312
88,-60.6681,0.274703243075871,0.2614,-0.6894,choch_long_rr1.5_sl0.8_h6_b0.1_cd0,4,0,1,0,4,0,-30.1348,0.3295
142,-61.2304,0.4574865568651912,0.3873,-0.4312,bos_long_rr1.5_sl0.8_h6_b0.2_cd5,4,1,1,0,4,0,-23.5948,0.3521
140,-61.7006,0.47120404040750313,0.3714,-0.4407,bos_long_rr1.5_sl0.8_h12_b0.2_cd5,4,1,1,0,3,0,-27.377,0.35
123,-62.0741,0.32131564446154925,0.4228,-0.5047,bos_long_rr1.0_sl0.8_h12_b0.2_cd10,4,0,1,0,4,0,-23.0581,0.3496
231,-62.3868,0.6518430551432098,0.368,-0.2701,bos_short_rr2.0_sl1.0_h6_b0.2_cd0,4,1,1,0,4,1,-23.8591,0.3506
153,-63.3937,0.5131717783590262,0.3399,-0.4143,bos_long_rr2.0_sl0.8_h6_b0.1_cd5,4,1,1,0,4,1,-26.127,0.3595
126,-64.7134,0.30786549060250296,0.4206,-0.5136,bos_long_rr1.0_sl0.8_h6_b0.2_cd10,4,0,1,0,4,0,-26.1845,0.3571
162,-65.7142,0.43181478224705444,0.4815,-0.4056,bos_short_rr1.0_sl0.8_h12_b0.2_cd5,4,1,1,0,4,0,-26.5946,0.3333
139,-65.9645,0.4835326586936523,0.3094,-0.4746,bos_long_rr2.0_sl0.8_h12_b0.2_cd5,4,0,1,0,3,0,-27.0477,0.3525
239,-67.0794,0.6162191758250246,0.4142,-0.2807,bos_short_rr1.5_sl1.0_h6_b0.2_cd0,4,1,1,0,4,1,-28.3376,0.3473
164,-67.2883,0.4220479379929122,0.4756,-0.4103,bos_short_rr1.0_sl0.8_h6_b0.2_cd5,4,1,1,0,4,0,-26.5946,0.3354
234,-67.4295,0.6265034414226984,0.4017,-0.2882,bos_short_rr1.5_sl1.0_h12_b0.2_cd0,4,1,1,0,4,0,-30.8218,0.3462
132,-67.5576,0.321372210832112,0.4167,-0.5118,bos_long_rr1.0_sl0.8_h12_b0.1_cd10,4,0,1,0,4,0,-25.9523,0.3409
251,-68.3864,0.6269195098798704,0.4223,-0.2725,bos_short_rr1.5_sl1.0_h6_b0.1_cd0,4,1,1,0,4,1,-28.3242,0.3506
135,-68.9709,0.31881870858719685,0.4222,-0.5109,bos_long_rr1.0_sl0.8_h6_b0.1_cd10,4,0,1,0,4,0,-29.6003,0.3481
246,-69.2994,0.6332121105623653,0.4024,-0.2817,bos_short_rr1.5_sl1.0_h12_b0.1_cd0,4,1,1,0,4,0,-31.8163,0.3496
146,-69.6752,0.3368681230304778,0.4452,-0.4772,bos_long_rr1.0_sl0.8_h6_b0.2_cd5,4,0,1,0,4,0,-27.6139,0.3562
150,-71.1211,0.4890097849664004,0.3,-0.4741,bos_long_rr2.0_sl0.8_h12_b0.1_cd5,4,0,1,0,3,0,-28.9507,0.36
145,-72.9715,0.32702984358860854,0.4345,-0.5033,bos_long_rr1.0_sl0.8_h12_b0.2_cd5,4,0,1,0,4,0,-29.1266,0.3586
204,-74.3834,0.5164945310737842,0.3382,-0.3646,bos_long_rr2.0_sl1.0_h6_b0.1_cd0,4,0,1,0,4,1,-37.9542,0.348
191,-75.0349,0.48503274697837656,0.3194,-0.3929,bos_long_rr2.0_sl1.0_h6_b0.2_cd0,4,0,1,0,4,1,-34.0633,0.3298
154,-75.2962,0.4150592932969248,0.3636,-0.4889,bos_long_rr1.5_sl0.8_h6_b0.1_cd5,4,1,1,0,4,0,-30.5826,0.3571
152,-76.5652,0.4188502578411176,0.3421,-0.5037,bos_long_rr1.5_sl0.8_h12_b0.1_cd5,4,1,1,0,3,0,-32.9545,0.3553
250,-77.8845,0.6469893164688462,0.352,-0.3115,bos_short_rr2.0_sl0.8_h12_b0.1_cd0,4,1,1,0,4,1,-33.7672,0.336
