entry_ts,exit_ts,r,side,symbol,setup,tp_rr,sl_atr,max_hold
1760918400.0,1761220800.0,1.8789,long,EURJPY,trend_pullback,2.0,1.5,30
1761912000.0,1762228800.0,-1.1095,long,EURJPY,trend_pullback,2.0,1.5,30
1765137600.0,1765252800.0,1.8224,long,EURJPY,trend_pullback,2.0,1.5,30
1766779200.0,1766980800.0,-1.179,long,EURJPY,trend_pullback,2.0,1.5,30
1770249600.0,1770580800.0,1.8291,long,EURJPY,trend_pullback,2.0,1.5,30
1775059200.0,1775592000.0,1.856,long,EURJPY,trend_pullback,2.0,1.5,30
1727712000.0,1727784000.0,-1.0579,long,EURJPY,session_breakout_retest,2.0,1.5,30
1738137600.0,1738526400.0,1.9105,short,EURJPY,session_breakout_retest,2.0,1.5,30
1741708800.0,1741881600.0,-1.0723,long,EURJPY,session_breakout_retest,2.0,1.5,30
1745323200.0,1745352000.0,-1.1142,short,EURJPY,session_breakout_retest,2.0,1.5,30
1745956800.0,1746000000.0,-1.1541,short,EURJPY,session_breakout_retest,2.0,1.5,30
1757966400.0,1758182400.0,1.7704,long,EURJPY,session_breakout_retest,2.0,1.5,30
1771430400.0,1771905600.0,1.8595,long,EURJPY,session_breakout_retest,2.0,1.5,30
1774425600.0,1774843200.0,-1.1541,long,EURJPY,session_breakout_retest,2.0,1.5,30
1724040000.0,1724097600.0,-1.0748,short,GBPJPY,trend_pullback,2.0,1.5,30
1724169600.0,1724241600.0,-1.069,short,GBPJPY,trend_pullback,2.0,1.5,30
1727928000.0,1728518400.0,1.3562,long,GBPJPY,trend_pullback,2.0,1.5,30
1730865600.0,1731081600.0,-1.097,long,GBPJPY,trend_pullback,2.0,1.5,30
1736164800.0,1736323200.0,-1.0967,long,GBPJPY,trend_pullback,2.0,1.5,30
1741579200.0,1741737600.0,-1.066,short,GBPJPY,trend_pullback,2.0,1.5,30
1751630400.0,1751932800.0,1.8915,long,GBPJPY,trend_pullback,2.0,1.5,30
1769760000.0,1770163200.0,1.8992,long,GBPJPY,trend_pullback,2.0,1.5,30
1773864000.0,1773892800.0,-1.168,long,GBPJPY,trend_pullback,2.0,1.5,30
1774238400.0,1774828800.0,-0.1321,long,GBPJPY,trend_pullback,2.0,1.5,30
1775606400.0,1775736000.0,1.8277,long,GBPJPY,trend_pullback,2.0,1.5,30
1776787200.0,1777377600.0,0.5303,long,GBPJPY,trend_pullback,2.0,1.5,30
1781020800.0,1781179200.0,-1.163,long,GBPJPY,trend_pullback,2.0,1.5,30
1781553600.0,1781712000.0,-1.22,long,GBPJPY,trend_pullback,2.0,1.5,30
1725019200.0,1725364800.0,-1.0919,long,GBPJPY,session_breakout_retest,2.0,1.5,30
1739966400.0,1740024000.0,1.8918,short,GBPJPY,session_breakout_retest,2.0,1.5,30
1752652800.0,1752667200.0,-1.1592,long,GBPJPY,session_breakout_retest,2.0,1.5,30
1753214400.0,1753804800.0,-0.0088,short,GBPJPY,session_breakout_retest,2.0,1.5,30
1760702400.0,1760918400.0,-1.0946,short,GBPJPY,session_breakout_retest,2.0,1.5,30
1766764800.0,1766980800.0,-1.1538,long,GBPJPY,session_breakout_retest,2.0,1.5,30
1772481600.0,1772510400.0,-1.1021,long,GBPJPY,session_breakout_retest,2.0,1.5,30
1774972800.0,1775030400.0,-1.118,short,GBPJPY,session_breakout_retest,2.0,1.5,30
1778486400.0,1778558400.0,-1.1702,long,GBPJPY,session_breakout_retest,2.0,1.5,30
1781524800.0,1781712000.0,-1.1812,long,GBPJPY,session_breakout_retest,2.0,1.5,30
1727841600.0,1728043200.0,-1.0705,long,XAUUSD,trend_pullback,2.0,1.5,30
1732665600.0,1733270400.0,-0.2072,short,XAUUSD,trend_pullback,2.0,1.5,30
1733443200.0,1733731200.0,-1.0692,short,XAUUSD,trend_pullback,2.0,1.5,30
1735516800.0,1735560000.0,1.9023,short,XAUUSD,trend_pullback,2.0,1.5,30
1741248000.0,1741622400.0,-1.0588,long,XAUUSD,trend_pullback,2.0,1.5,30
1742976000.0,1743120000.0,1.9219,long,XAUUSD,trend_pullback,2.0,1.5,30
1747915200.0,1748462400.0,-1.0425,long,XAUUSD,trend_pullback,2.0,1.5,30
1749600000.0,1749729600.0,1.9385,long,XAUUSD,trend_pullback,2.0,1.5,30
1775419200.0,1775577600.0,-1.0223,short,XAUUSD,trend_pullback,2.0,1.5,30
1781712000.0,1781740800.0,-1.0378,short,XAUUSD,trend_pullback,2.0,1.5,30
1723118400.0,1723464000.0,1.9416,long,XAUUSD,session_breakout_retest,2.0,1.5,30
1724932800.0,1725019200.0,-1.0701,long,XAUUSD,session_breakout_retest,2.0,1.5,30
1725264000.0,1725523200.0,-1.078,short,XAUUSD,session_breakout_retest,2.0,1.5,30
1728576000.0,1729051200.0,1.9401,long,XAUUSD,session_breakout_retest,2.0,1.5,30
1735228800.0,1735300800.0,-1.1089,long,XAUUSD,session_breakout_retest,2.0,1.5,30
