tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_strict_3x_step9_2025-11-21,30,2025-11-21,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;AVAXUSDT;BNBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;KITEUSDT;WLFIUSDT;BIOUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;RIVERUSDT,inplay_breakout,100.00,154.52,245,54.52,2.006,0.592,0.7497,-0.5418,3.9372
