tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_strict_3x_step5_2025-07-24,30,2025-07-24,BTCUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;DOTUSDT;SUIUSDT;ENAUSDT;VIRTUALUSDT;BIOUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;AXSUSDT,inplay_breakout,100.00,140.40,280,40.40,1.817,0.604,0.5315,-0.4453,3.1608
