strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct_equity,fees,outcome,reason
inplay_breakout,VIRTUALUSDT,long,1740582300000,1740586500000,1.15953186,1.16007306,35.39644013,-0.03010701,-0.000301,0.04926345,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,OPUSDT,long,1740582600000,1740589200000,1.10622120,1.12065196,43.64489628,0.57151418,0.005706,0.05831499,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,BTCUSDT,short,1740593700000,1740594900000,85751.04636000,84864.40154355,0.00110285,0.86493768,0.008603,0.11289787,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,ETHUSDT,short,1740595800000,1740600300000,2286.38263200,2315.03008784,0.01523781,-0.47859388,-0.004720,0.04206928,sl,breakout_retest_short;runner+TRAIL_SL
inplay_breakout,TAOUSDT,short,1740595800000,1740601500000,350.18994800,345.01578562,0.11253617,0.53533893,0.005280,0.04694147,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,BIOUSDT,long,1740603300000,1740604500000,0.11352270,0.11536418,542.99818759,0.92534904,0.009120,0.07457110,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,OPUSDT,long,1740604500000,1740611400000,1.12492494,1.15055269,31.30324391,0.75949391,0.007418,0.04273790,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,PIPPINUSDT,long,1740605400000,1740612000000,0.03277655,0.03451465,426.20808546,0.72358373,0.007055,0.01720803,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,AVAXUSDT,long,1740637500000,1740644400000,22.69953900,22.91558866,3.53648160,0.66726542,0.006424,0.09679024,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,JTOUSDT,short,1740702300000,1740703800000,2.47150560,2.46083378,40.45307443,0.31199085,0.002984,0.11971698,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,JTOUSDT,short,1740704400000,1740706200000,2.46350720,2.43337858,34.04245872,0.92563114,0.008828,0.10002122,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,BTCUSDT,short,1740707400000,1740708000000,81776.44144000,82302.51721200,0.00107222,-0.66962467,-0.006331,0.10555700,sl,breakout_retest_short;runner+SL_same_bar
inplay_breakout,DOGEUSDT,short,1740707700000,1740708000000,0.19544090,0.19683793,400.90279686,-0.65443150,-0.006190,0.09435941,sl,breakout_retest_short;runner+SL_same_bar
inplay_breakout,ARBUSDT,short,1740707700000,1740708000000,0.40251948,0.40475522,248.38549429,-0.67563472,-0.006393,0.12030920,sl,breakout_retest_short;runner+SL
inplay_breakout,1000PEPEUSDT,short,1740708000000,1740709800000,0.00779744,0.00768205,8846.04227663,0.93859899,0.009044,0.08215933,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,BTCUSDT,short,1740708900000,1740710400000,81776.94134000,80652.02489383,0.00090681,0.93171198,0.008966,0.08837550,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,AVAXUSDT,short,1740710400000,1740711300000,20.90581800,21.07278514,3.33586015,-0.64099989,-0.006059,0.08402085,sl,breakout_retest_short;runner+SL
inplay_breakout,SOLUSDT,short,1740710100000,1740711900000,129.13416800,130.88777626,0.25911998,-0.49482106,-0.004699,0.04042613,sl,breakout_retest_short;runner+TRAIL_SL
inplay_breakout,DOGEUSDT,short,1740708900000,1740712200000,0.19443111,0.19337332,207.93201629,0.17156546,0.001652,0.04838217,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,ARBUSDT,short,1740711300000,1740716400000,0.39922014,0.39153280,93.41040020,0.67375894,0.006407,0.04431873,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,DOGEUSDT,short,1740712500000,1740717300000,0.19409117,0.18892155,201.45043506,0.99512852,0.009510,0.04629485,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,BTCUSDT,short,1740711900000,1740717600000,81152.86618000,80378.59780948,0.00043708,0.29605484,0.002829,0.04236115,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,OPUSDT,short,1740741000000,1740744900000,1.04529090,1.03586930,66.51229296,0.54359862,0.005097,0.08305364,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,SOLUSDT,long,1740753300000,1740758400000,144.80895600,145.76799036,0.19977081,0.15675780,0.001462,0.03482928,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,ADAUSDT,long,1740871500000,1740875100000,0.65823162,0.65382013,104.01944506,-0.54076821,-0.005038,0.08188734,sl,breakout_retest_long;runner+TRAIL_SL
inplay_breakout,ZECUSDT,long,1740893400000,1740894300000,38.15763000,38.03096371,2.62123198,-0.45184651,-0.004230,0.11982479,sl,breakout_retest_long;runner+SL
inplay_breakout,ZECUSDT,long,1740894900000,1740895800000,38.17763400,38.04953143,2.61985853,-0.45543325,-0.004282,0.11982263,sl,breakout_retest_long;runner+SL
inplay_breakout,ZECUSDT,long,1740898800000,1740901500000,38.17763400,38.31918066,2.61985853,0.25058572,0.002366,0.12024650,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,SOLUSDT,long,1740930300000,1740931800000,153.94078200,162.33324686,0.12679241,1.04004015,0.009798,0.02406069,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,LINKUSDT,long,1740930600000,1740933000000,15.33306600,15.88238060,1.92959759,1.02381619,0.009646,0.03613995,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,ARBUSDT,long,1740932400000,1740933300000,0.42878574,0.43672150,133.73882426,0.99186744,0.009238,0.06945115,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,DOTUSDT,long,1740932400000,1740933300000,4.84436868,4.95165107,9.92407204,1.00634834,0.009375,0.05832984,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,TAOUSDT,long,1740933600000,1740934800000,353.96077800,346.37242594,0.07398526,-0.59251483,-0.005376,0.03108860,sl,breakout_retest_long;runner+SL
inplay_breakout,ENAUSDT,long,1740933900000,1740937200000,0.42828564,0.44638305,60.91114586,1.07036764,0.009713,0.03196624,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,TAOUSDT,long,1740935700000,1740939000000,352.18042200,352.52889542,0.09525735,-0.00708259,-0.000064,0.04027725,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,BIOUSDT,long,1740939300000,1740940200000,0.13342668,0.13234495,540.51413854,-0.67088004,-0.006034,0.08619200,sl,breakout_retest_long;runner+SL
inplay_breakout,VIRTUALUSDT,long,1740933900000,1740943500000,1.13372670,1.17191106,28.79589248,1.05971689,0.009618,0.03983574,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,BIOUSDT,long,1740941700000,1740944700000,0.13332666,0.13496980,657.86071363,0.97505665,0.008822,0.10590102,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,TAOUSDT,long,1740942900000,1740947700000,350.09000400,352.65824640,0.23660025,0.50788455,0.004577,0.09976225,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,ZECUSDT,long,1740959100000,1740961200000,41.17823400,41.63896768,2.38176112,0.97900710,0.008698,0.11835047,tp,breakout_retest_long;runner+TP1+TP2+TP3
