market,event,side,tp_rr,sl_atr,max_hold,buffer_atr,cooldown_bars,trades,net_r,pf,win_rate,symbols,positive_symbols,top_symbol_frac,preflight_go,preflight_reasons
fx,bos,short,2.0,1.0,12,0.2,0,220,-55.5209,0.6927916771797493,0.3636,4,1,0.35,False,low_quality_pf_0.69<0.80
fx,bos,short,2.0,1.0,12,0.2,5,145,-15.7993,0.8554748638613522,0.4207,4,2,0.3241,True,ready_for_gate
fx,bos,short,2.0,1.0,12,0.2,10,124,-17.6116,0.8161112045031435,0.4032,4,2,0.3145,True,ready_for_gate
fx,bos,short,2.0,1.0,12,0.2,20,102,-7.6731,0.8989319034089785,0.4314,4,2,0.3039,True,ready_for_gate
fx,choch,long,1.0,0.8,6,0.1,0,95,-51.848,0.3165394603287592,0.4,4,0,0.3263,False,low_quality_pf_0.32<0.80
fx,choch,long,1.0,0.8,6,0.1,5,69,-37.1345,0.3234434069687998,0.4058,4,0,0.2899,False,low_quality_pf_0.32<0.80
fx,choch,long,1.0,0.8,6,0.1,10,67,-38.3437,0.3014128900022774,0.3881,4,0,0.2836,False,low_quality_pf_0.30<0.80
fx,choch,long,1.0,0.8,6,0.1,20,64,-38.3091,0.2863790383121564,0.375,4,0,0.2812,False,low_quality_pf_0.29<0.80
fx,choch,long,1.0,0.8,6,0.2,0,87,-49.9969,0.2931851757604032,0.3908,4,0,0.3448,False,low_quality_pf_0.29<0.80
fx,choch,long,1.0,0.8,6,0.2,5,63,-35.8781,0.2984899528977927,0.3968,4,0,0.3175,False,low_quality_pf_0.30<0.80
fx,choch,long,1.0,0.8,6,0.2,10,62,-36.3889,0.28850248611276763,0.3871,4,0,0.3065,False,low_quality_pf_0.29<0.80
fx,choch,long,1.0,0.8,6,0.2,20,58,-32.9806,0.301097075383934,0.3966,4,0,0.3103,False,low_quality_pf_0.30<0.80
fx,choch,long,1.0,0.8,12,0.1,0,95,-52.2347,0.3241384932089988,0.4105,4,0,0.3263,False,low_quality_pf_0.32<0.80
fx,choch,long,1.0,0.8,12,0.1,5,69,-36.6582,0.33346909461167124,0.4203,4,0,0.2899,False,low_quality_pf_0.33<0.80
fx,choch,long,1.0,0.8,12,0.1,10,67,-37.8674,0.3114830404465576,0.403,4,0,0.2836,False,low_quality_pf_0.31<0.80
fx,choch,long,1.0,0.8,12,0.1,20,64,-37.8328,0.29670574807087075,0.3906,4,0,0.2812,False,low_quality_pf_0.30<0.80
fx,choch,long,1.0,0.8,12,0.2,0,87,-51.7084,0.2906756143164225,0.3908,4,0,0.3448,False,low_quality_pf_0.29<0.80
fx,choch,long,1.0,0.8,12,0.2,5,63,-36.7266,0.2936187072775741,0.3968,4,0,0.3175,False,low_quality_pf_0.29<0.80
fx,choch,long,1.0,0.8,12,0.2,10,62,-37.2374,0.28379423225612876,0.3871,4,0,0.3065,False,low_quality_pf_0.28<0.80
fx,choch,long,1.0,0.8,12,0.2,20,58,-33.8291,0.2957787233333889,0.3966,4,0,0.3103,False,low_quality_pf_0.30<0.80
fx,choch,long,1.0,1.0,6,0.1,0,90,-42.0109,0.35520018909220397,0.3889,4,0,0.3111,False,low_quality_pf_0.36<0.80
fx,choch,long,1.0,1.0,6,0.1,5,69,-33.2488,0.35742046704172764,0.3913,4,0,0.2899,False,low_quality_pf_0.36<0.80
fx,choch,long,1.0,1.0,6,0.1,10,67,-32.6008,0.35253310242238034,0.3881,4,0,0.2836,False,low_quality_pf_0.35<0.80
fx,choch,long,1.0,1.0,6,0.1,20,64,-32.7563,0.33119561267033365,0.375,4,0,0.2812,False,low_quality_pf_0.33<0.80
fx,choch,long,1.0,1.0,6,0.2,0,83,-42.8878,0.30808607986215863,0.3614,4,0,0.3373,False,low_quality_pf_0.31<0.80
fx,choch,long,1.0,1.0,6,0.2,5,63,-33.3072,0.31429418449528135,0.3651,4,0,0.3175,False,low_quality_pf_0.31<0.80
fx,choch,long,1.0,1.0,6,0.2,10,62,-31.9005,0.32388697432506325,0.371,4,0,0.3065,False,low_quality_pf_0.32<0.80
fx,choch,long,1.0,1.0,6,0.2,20,58,-28.2879,0.34663790335805467,0.3793,4,0,0.3103,False,low_quality_pf_0.35<0.80
fx,choch,long,1.0,1.0,12,0.1,0,90,-41.4453,0.38645003700962255,0.4111,4,0,0.3111,False,low_quality_pf_0.39<0.80
fx,choch,long,1.0,1.0,12,0.1,5,69,-31.3262,0.39665645885094664,0.4203,4,0,0.2899,False,low_quality_pf_0.40<0.80
fx,choch,long,1.0,1.0,12,0.1,10,66,-31.3457,0.37825395314148796,0.4091,4,0,0.2879,False,low_quality_pf_0.38<0.80
fx,choch,long,1.0,1.0,12,0.1,20,63,-29.5267,0.3829153143136595,0.4127,4,0,0.2857,False,low_quality_pf_0.38<0.80
fx,choch,long,1.0,1.0,12,0.2,0,83,-42.7185,0.34036790604236183,0.3855,4,0,0.3373,False,low_quality_pf_0.34<0.80
fx,choch,long,1.0,1.0,12,0.2,5,63,-31.7809,0.35315404796456895,0.3968,4,0,0.3175,False,low_quality_pf_0.35<0.80
fx,choch,long,1.0,1.0,12,0.2,10,61,-31.0417,0.3482290395933374,0.3934,4,0,0.3115,False,low_quality_pf_0.35<0.80
fx,choch,long,1.0,1.0,12,0.2,20,58,-27.2629,0.3783314787113722,0.4138,4,0,0.3103,False,low_quality_pf_0.38<0.80
fx,choch,long,1.5,0.8,6,0.1,0,88,-60.6681,0.274703243075871,0.2614,4,0,0.3295,False,low_quality_pf_0.27<0.80
fx,choch,long,1.5,0.8,6,0.1,5,69,-48.7676,0.2689162427911175,0.2609,4,0,0.2899,False,low_quality_pf_0.27<0.80
fx,choch,long,1.5,0.8,6,0.1,10,67,-48.1387,0.26186544244035653,0.2537,4,0,0.2836,False,low_quality_pf_0.26<0.80
fx,choch,long,1.5,0.8,6,0.1,20,63,-45.5229,0.25849290791694085,0.254,4,0,0.2857,False,low_quality_pf_0.26<0.80
fx,choch,long,1.5,0.8,6,0.2,0,80,-55.7371,0.27402018886356233,0.2625,4,0,0.35,False,low_quality_pf_0.27<0.80
fx,choch,long,1.5,0.8,6,0.2,5,63,-46.1461,0.26390836280341423,0.254,4,0,0.3175,False,low_quality_pf_0.26<0.80
fx,choch,long,1.5,0.8,6,0.2,10,62,-44.6569,0.2703299755724941,0.2581,4,0,0.3065,False,low_quality_pf_0.27<0.80
fx,choch,long,1.5,0.8,6,0.2,20,57,-40.674,0.2738186206945803,0.2632,4,0,0.3158,False,low_quality_pf_0.27<0.80
fx,choch,long,1.5,0.8,12,0.1,0,88,-58.441,0.3225535722979693,0.2841,4,0,0.3295,False,low_quality_pf_0.32<0.80
fx,choch,long,1.5,0.8,12,0.1,5,69,-44.6582,0.34037201209415957,0.2899,4,0,0.2899,False,low_quality_pf_0.34<0.80
fx,choch,long,1.5,0.8,12,0.1,10,67,-44.3674,0.3299281559937716,0.2836,4,0,0.2836,False,low_quality_pf_0.33<0.80
fx,choch,long,1.5,0.8,12,0.1,20,63,-41.7516,0.3307815850972774,0.2857,4,0,0.2857,False,low_quality_pf_0.33<0.80
fx,choch,long,1.5,0.8,12,0.2,0,80,-55.3618,0.3015218153786371,0.275,4,0,0.35,False,low_quality_pf_0.30<0.80
fx,choch,long,1.5,0.8,12,0.2,5,63,-44.2266,0.30408580087424747,0.2698,4,0,0.3175,False,low_quality_pf_0.30<0.80
fx,choch,long,1.5,0.8,12,0.2,10,62,-42.7374,0.31138237843725525,0.2742,4,0,0.3065,False,low_quality_pf_0.31<0.80
fx,choch,long,1.5,0.8,12,0.2,20,57,-38.7545,0.31856505585359374,0.2807,4,0,0.3158,False,low_quality_pf_0.32<0.80
fx,choch,long,1.5,1.0,6,0.1,0,84,-42.3103,0.3624558310542534,0.3095,4,0,0.3095,False,low_quality_pf_0.36<0.80
fx,choch,long,1.5,1.0,6,0.1,5,69,-35.9598,0.36796425709022906,0.3043,4,0,0.2899,False,low_quality_pf_0.37<0.80
fx,choch,long,1.5,1.0,6,0.1,10,67,-35.2414,0.36506329296372503,0.2985,4,0,0.2836,False,low_quality_pf_0.37<0.80
fx,choch,long,1.5,1.0,6,0.1,20,63,-32.832,0.3641448336767736,0.3016,4,0,0.2857,False,low_quality_pf_0.36<0.80
fx,choch,long,1.5,1.0,6,0.2,0,77,-41.8148,0.3339258976074421,0.2857,4,0,0.3377,False,low_quality_pf_0.33<0.80
fx,choch,long,1.5,1.0,6,0.2,5,63,-35.2024,0.3396500008441399,0.2857,4,0,0.3175,False,low_quality_pf_0.34<0.80
fx,choch,long,1.5,1.0,6,0.2,10,62,-33.7957,0.349047427350806,0.2903,4,0,0.3065,False,low_quality_pf_0.35<0.80
fx,choch,long,1.5,1.0,6,0.2,20,57,-29.1235,0.3782675988685489,0.2982,4,0,0.3158,False,low_quality_pf_0.38<0.80
fx,choch,long,1.5,1.0,12,0.1,0,83,-39.4125,0.43787733353110736,0.3373,4,0,0.3133,False,low_quality_pf_0.44<0.80
fx,choch,long,1.5,1.0,12,0.1,5,69,-32.4242,0.45640212314367434,0.3333,4,0,0.2899,False,low_quality_pf_0.46<0.80
fx,choch,long,1.5,1.0,12,0.1,10,66,-33.4437,0.4247927487874514,0.3182,4,0,0.2879,False,low_quality_pf_0.42<0.80
fx,choch,long,1.5,1.0,12,0.1,20,62,-28.5598,0.46194394833419994,0.3387,4,0,0.2903,False,low_quality_pf_0.46<0.80
fx,choch,long,1.5,1.0,12,0.2,0,76,-39.4477,0.4041969934737265,0.3158,4,0,0.3421,False,low_quality_pf_0.40<0.80
fx,choch,long,1.5,1.0,12,0.2,5,63,-32.3789,0.4191396229122939,0.3175,4,0,0.3175,False,low_quality_pf_0.42<0.80
fx,choch,long,1.5,1.0,12,0.2,10,61,-32.1397,0.40742768854079087,0.3115,4,0,0.3115,False,low_quality_pf_0.41<0.80
fx,choch,long,1.5,1.0,12,0.2,20,57,-27.3013,0.4459603708032989,0.3333,4,0,0.3158,False,low_quality_pf_0.45<0.80
fx,choch,long,2.0,0.8,6,0.1,0,86,-51.3019,0.3558541647571108,0.2674,4,0,0.3256,False,low_quality_pf_0.36<0.80
fx,choch,long,2.0,0.8,6,0.1,5,69,-44.7301,0.33435568214624795,0.2464,4,0,0.2899,False,low_quality_pf_0.33<0.80
fx,choch,long,2.0,0.8,6,0.1,10,67,-44.1012,0.32884079806419214,0.2388,4,0,0.2836,False,low_quality_pf_0.33<0.80
fx,choch,long,2.0,0.8,6,0.1,20,63,-41.9854,0.3215544391424698,0.2381,4,0,0.2857,False,low_quality_pf_0.32<0.80
fx,choch,long,2.0,0.8,6,0.2,0,78,-43.0637,0.4042108408815151,0.2821,4,0,0.3462,False,low_quality_pf_0.40<0.80
fx,choch,long,2.0,0.8,6,0.2,5,63,-40.5851,0.3526137050631114,0.254,4,0,0.3175,False,low_quality_pf_0.35<0.80
fx,choch,long,2.0,0.8,6,0.2,10,62,-39.0959,0.3611937615908106,0.2581,4,0,0.3065,False,low_quality_pf_0.36<0.80
fx,choch,long,2.0,0.8,6,0.2,20,57,-35.613,0.3641761945910431,0.2632,4,0,0.3158,False,low_quality_pf_0.36<0.80
fx,choch,long,2.0,0.8,12,0.1,0,85,-47.7403,0.42408918237825305,0.2824,4,0,0.3294,False,low_quality_pf_0.42<0.80
fx,choch,long,2.0,0.8,12,0.1,5,69,-38.7561,0.43689493895448944,0.2754,4,0,0.2899,False,low_quality_pf_0.44<0.80
fx,choch,long,2.0,0.8,12,0.1,10,67,-38.9653,0.4213346402025647,0.2687,4,0,0.2836,False,low_quality_pf_0.42<0.80
fx,choch,long,2.0,0.8,12,0.1,20,62,-35.1871,0.43108789357443356,0.2742,4,0,0.2903,False,low_quality_pf_0.43<0.80
fx,choch,long,2.0,0.8,12,0.2,0,77,-41.4886,0.4450851125582988,0.2857,4,0,0.3506,False,low_quality_pf_0.45<0.80
fx,choch,long,2.0,0.8,12,0.2,5,63,-36.8245,0.4205592917903191,0.2698,4,0,0.3175,False,low_quality_pf_0.42<0.80
fx,choch,long,2.0,0.8,12,0.2,10,62,-35.3353,0.4306506656182628,0.2742,4,0,0.3065,False,low_quality_pf_0.43<0.80
fx,choch,long,2.0,0.8,12,0.2,20,57,-31.8524,0.43992727515697555,0.2807,4,0,0.3158,False,low_quality_pf_0.44<0.80
fx,choch,long,2.0,1.0,6,0.1,0,82,-29.8108,0.519265161447423,0.3171,4,1,0.3049,False,low_quality_pf_0.52<0.80
fx,choch,long,2.0,1.0,6,0.1,5,69,-32.7018,0.4292311800650327,0.2754,4,1,0.2899,False,low_quality_pf_0.43<0.80
fx,choch,long,2.0,1.0,6,0.1,10,66,-32.2462,0.409270688496,0.2727,4,1,0.2879,False,low_quality_pf_0.41<0.80
fx,choch,long,2.0,1.0,6,0.1,20,63,-30.074,0.42202619466305363,0.2698,4,1,0.2857,False,low_quality_pf_0.42<0.80
fx,choch,long,2.0,1.0,6,0.2,0,75,-28.0204,0.5171444031252478,0.3067,4,0,0.3333,False,low_quality_pf_0.52<0.80
fx,choch,long,2.0,1.0,6,0.2,5,63,-30.6495,0.42511347863600557,0.2698,4,0,0.3175,False,low_quality_pf_0.43<0.80
fx,choch,long,2.0,1.0,6,0.2,10,61,-29.5056,0.41696372819462996,0.2787,4,0,0.3115,False,low_quality_pf_0.42<0.80
fx,choch,long,2.0,1.0,6,0.2,20,57,-24.5706,0.4755228634002024,0.2807,4,0,0.3158,False,low_quality_pf_0.48<0.80
fx,choch,long,2.0,1.0,12,0.1,0,81,-29.5409,0.563363564878591,0.321,4,0,0.3086,False,low_quality_pf_0.56<0.80
fx,choch,long,2.0,1.0,12,0.1,5,69,-31.6194,0.48367554221628556,0.2899,4,1,0.2899,False,low_quality_pf_0.48<0.80
fx,choch,long,2.0,1.0,12,0.1,10,66,-32.1215,0.46225767569558374,0.2727,4,1,0.2879,False,low_quality_pf_0.46<0.80
fx,choch,long,2.0,1.0,12,0.1,20,61,-25.7077,0.5162424235581474,0.2951,4,0,0.2951,False,low_quality_pf_0.52<0.80
fx,choch,long,2.0,1.0,12,0.2,0,74,-26.9795,0.569377341294733,0.3108,4,0,0.3378,False,low_quality_pf_0.57<0.80
fx,choch,long,2.0,1.0,12,0.2,5,63,-27.4601,0.511699780034533,0.2857,4,0,0.3175,False,low_quality_pf_0.51<0.80
fx,choch,long,2.0,1.0,12,0.2,10,61,-27.7209,0.4935036460341271,0.2787,4,0,0.3115,False,low_quality_pf_0.49<0.80
fx,choch,long,2.0,1.0,12,0.2,20,57,-22.8825,0.5402341575932441,0.2982,4,0,0.3158,False,low_quality_pf_0.54<0.80
fx,choch,short,1.0,0.8,6,0.1,0,95,-18.5467,0.6339411714782526,0.5579,4,1,0.4316,False,low_quality_pf_0.63<0.80
fx,choch,short,1.0,0.8,6,0.1,5,59,-18.4731,0.49092106604790103,0.5085,4,0,0.4237,False,low_quality_pf_0.49<0.80
fx,choch,short,1.0,0.8,6,0.1,10,55,-19.3411,0.4497615958851109,0.4909,4,1,0.4,False,low_quality_pf_0.45<0.80
fx,choch,short,1.0,0.8,6,0.1,20,53,-20.8108,0.4046947497296772,0.4717,4,0,0.3962,False,low_quality_pf_0.40<0.80
fx,choch,short,1.0,0.8,6,0.2,0,87,-14.6451,0.6710954501660794,0.5747,4,1,0.4368,False,low_quality_pf_0.67<0.80
fx,choch,short,1.0,0.8,6,0.2,5,55,-15.7125,0.5181338092959924,0.5273,4,0,0.4182,False,low_quality_pf_0.52<0.80
fx,choch,short,1.0,0.8,6,0.2,10,52,-17.6591,0.4572109178090613,0.5,4,0,0.3846,False,low_quality_pf_0.46<0.80
fx,choch,short,1.0,0.8,6,0.2,20,50,-19.1087,0.4091639921092827,0.48,4,0,0.38,False,low_quality_pf_0.41<0.80
fx,choch,short,1.0,0.8,12,0.1,0,93,-22.4067,0.5927135705794462,0.5591,4,1,0.4409,False,low_quality_pf_0.59<0.80
fx,choch,short,1.0,0.8,12,0.1,5,59,-15.8223,0.5609100218403021,0.5424,4,1,0.4237,False,low_quality_pf_0.56<0.80
fx,choch,short,1.0,0.8,12,0.1,10,55,-16.6903,0.5217322780493676,0.5273,4,1,0.4,False,low_quality_pf_0.52<0.80
fx,choch,short,1.0,0.8,12,0.1,20,53,-18.16,0.4767354747991656,0.5094,4,1,0.3962,False,low_quality_pf_0.48<0.80
fx,choch,short,1.0,0.8,12,0.2,0,85,-17.663,0.6322774730136259,0.5765,4,1,0.4471,False,low_quality_pf_0.63<0.80
fx,choch,short,1.0,0.8,12,0.2,5,55,-12.5363,0.6061383886494163,0.5636,4,1,0.4182,False,low_quality_pf_0.61<0.80
fx,choch,short,1.0,0.8,12,0.2,10,52,-14.4829,0.543926110670244,0.5385,4,1,0.3846,False,low_quality_pf_0.54<0.80
fx,choch,short,1.0,0.8,12,0.2,20,50,-15.9325,0.4952223144528156,0.52,4,0,0.38,False,low_quality_pf_0.50<0.80
fx,choch,short,1.0,1.0,6,0.1,0,91,-5.9856,0.8474396127877903,0.5714,4,1,0.4396,True,ready_for_gate
fx,choch,short,1.0,1.0,6,0.1,5,59,-14.4246,0.5423551359171552,0.4746,4,1,0.4237,False,low_quality_pf_0.54<0.80
fx,choch,short,1.0,1.0,6,0.1,10,55,-11.6116,0.5905670622915212,0.5091,4,1,0.4,False,low_quality_pf_0.59<0.80
fx,choch,short,1.0,1.0,6,0.1,20,51,-12.2721,0.5457335129852824,0.4902,4,1,0.4118,False,low_quality_pf_0.55<0.80
fx,choch,short,1.0,1.0,6,0.2,0,87,-5.1529,0.8645132452507724,0.5747,4,1,0.4368,True,ready_for_gate
fx,choch,short,1.0,1.0,6,0.2,5,55,-14.0247,0.5408737498567757,0.4727,4,1,0.4182,False,low_quality_pf_0.54<0.80
fx,choch,short,1.0,1.0,6,0.2,10,52,-12.2744,0.5683803361699135,0.5,4,1,0.3846,False,low_quality_pf_0.57<0.80
fx,choch,short,1.0,1.0,6,0.2,20,49,-14.2638,0.49842464308319856,0.4694,4,0,0.3878,False,low_quality_pf_0.50<0.80
fx,choch,short,1.0,1.0,12,0.1,0,90,-11.1739,0.7660332715642243,0.5778,4,1,0.4444,False,low_quality_pf_0.77<0.80
fx,choch,short,1.0,1.0,12,0.1,5,59,-13.8192,0.6119542966896269,0.5254,4,1,0.4237,False,low_quality_pf_0.61<0.80
fx,choch,short,1.0,1.0,12,0.1,10,55,-12.5985,0.6220877040894379,0.5273,4,1,0.4,False,low_quality_pf_0.62<0.80
fx,choch,short,1.0,1.0,12,0.1,20,51,-15.7095,0.5287413904821331,0.4902,4,1,0.4118,False,low_quality_pf_0.53<0.80
fx,choch,short,1.0,1.0,12,0.2,0,86,-8.1548,0.8157727680396885,0.593,4,1,0.4419,True,ready_for_gate
fx,choch,short,1.0,1.0,12,0.2,5,55,-10.7903,0.6637938824027942,0.5455,4,1,0.4182,False,low_quality_pf_0.66<0.80
fx,choch,short,1.0,1.0,12,0.2,10,51,-9.3042,0.6850464600646549,0.549,4,1,0.3922,False,low_quality_pf_0.69<0.80
fx,choch,short,1.0,1.0,12,0.2,20,49,-13.0883,0.5753833077037874,0.5102,4,1,0.3878,False,low_quality_pf_0.58<0.80
fx,choch,short,1.5,0.8,6,0.1,0,90,-11.2335,0.7995442524777033,0.5,4,1,0.4444,False,low_quality_pf_0.80<0.80
fx,choch,short,1.5,0.8,6,0.1,5,59,-20.4983,0.5288840981749066,0.4068,4,1,0.4237,False,low_quality_pf_0.53<0.80
fx,choch,short,1.5,0.8,6,0.1,10,55,-19.3414,0.5319764698480607,0.4182,4,1,0.4,False,low_quality_pf_0.53<0.80
fx,choch,short,1.5,0.8,6,0.1,20,52,-20.7388,0.4823220472676805,0.4038,4,1,0.4038,False,low_quality_pf_0.48<0.80
fx,choch,short,1.5,0.8,6,0.2,0,86,-7.1343,0.8630965288158752,0.5116,4,2,0.4419,True,ready_for_gate
fx,choch,short,1.5,0.8,6,0.2,5,55,-16.94,0.5751020858624876,0.4182,4,1,0.4182,False,low_quality_pf_0.58<0.80
fx,choch,short,1.5,0.8,6,0.2,10,52,-16.8617,0.5648290332487683,0.4231,4,1,0.3846,False,low_quality_pf_0.56<0.80
fx,choch,short,1.5,0.8,6,0.2,20,49,-18.239,0.5134034810633145,0.4082,4,0,0.3878,False,low_quality_pf_0.51<0.80
fx,choch,short,1.5,0.8,12,0.1,0,88,-12.1356,0.8017671013363521,0.4886,4,1,0.4545,True,ready_for_gate
fx,choch,short,1.5,0.8,12,0.1,5,59,-17.9127,0.6101782333355096,0.4237,4,1,0.4237,False,low_quality_pf_0.61<0.80
fx,choch,short,1.5,0.8,12,0.1,10,55,-17.1903,0.6052227271996564,0.4182,4,1,0.4,False,low_quality_pf_0.61<0.80
fx,choch,short,1.5,0.8,12,0.1,20,52,-18.597,0.5602412914911881,0.4038,4,1,0.4038,False,low_quality_pf_0.56<0.80
fx,choch,short,1.5,0.8,12,0.2,0,84,-6.8618,0.8774343704619298,0.5119,4,2,0.4524,True,ready_for_gate
fx,choch,short,1.5,0.8,12,0.2,5,55,-12.6267,0.6896572064798224,0.4545,4,1,0.4182,False,low_quality_pf_0.69<0.80
fx,choch,short,1.5,0.8,12,0.2,10,52,-12.9829,0.6700065323095146,0.4423,4,1,0.3846,False,low_quality_pf_0.67<0.80
fx,choch,short,1.5,0.8,12,0.2,20,49,-14.3602,0.6228780621034496,0.4286,4,1,0.3878,False,low_quality_pf_0.62<0.80
fx,choch,short,1.5,1.0,6,0.1,0,85,-3.4487,0.9226032177778974,0.4824,4,1,0.4235,True,ready_for_gate
fx,choch,short,1.5,1.0,6,0.1,5,59,-13.4821,0.6358020022367135,0.4068,4,1,0.4237,False,low_quality_pf_0.64<0.80
fx,choch,short,1.5,1.0,6,0.1,10,55,-11.1739,0.6700399239319167,0.4364,4,1,0.4,False,low_quality_pf_0.67<0.80
fx,choch,short,1.5,1.0,6,0.1,20,51,-12.8344,0.6053309716661439,0.4118,4,1,0.4118,False,low_quality_pf_0.61<0.80
fx,choch,short,1.5,1.0,6,0.2,0,81,-0.8564,0.9796565075896144,0.4938,4,2,0.4198,True,ready_for_gate
fx,choch,short,1.5,1.0,6,0.2,5,55,-11.087,0.6791668234129797,0.4182,4,1,0.4182,False,low_quality_pf_0.68<0.80
fx,choch,short,1.5,1.0,6,0.2,10,52,-9.8367,0.6968510003574906,0.4423,4,1,0.3846,False,low_quality_pf_0.70<0.80
fx,choch,short,1.5,1.0,6,0.2,20,49,-12.8261,0.6047231912821588,0.4082,4,1,0.3878,False,low_quality_pf_0.60<0.80
fx,choch,short,1.5,1.0,12,0.1,0,83,-10.2707,0.816967897608805,0.4699,4,1,0.4337,True,ready_for_gate
fx,choch,short,1.5,1.0,12,0.1,5,59,-12.8595,0.6969979005803446,0.4407,4,1,0.4237,False,low_quality_pf_0.70<0.80
fx,choch,short,1.5,1.0,12,0.1,10,55,-14.1473,0.656849642352108,0.4182,4,1,0.4,False,low_quality_pf_0.66<0.80
fx,choch,short,1.5,1.0,12,0.1,20,51,-14.2546,0.6322627247633053,0.4118,4,1,0.4118,False,low_quality_pf_0.63<0.80
fx,choch,short,1.5,1.0,12,0.2,0,79,-5.2385,0.8974997651994241,0.4937,4,1,0.4304,True,ready_for_gate
fx,choch,short,1.5,1.0,12,0.2,5,55,-7.8354,0.7906836960674052,0.4727,4,1,0.4182,False,low_quality_pf_0.79<0.80
fx,choch,short,1.5,1.0,12,0.2,10,51,-8.8369,0.7541091259185884,0.451,4,1,0.3922,False,low_quality_pf_0.75<0.80
fx,choch,short,1.5,1.0,12,0.2,20,49,-11.6334,0.6783047772849448,0.4286,4,1,0.3878,False,low_quality_pf_0.68<0.80
fx,choch,short,2.0,0.8,6,0.1,0,82,-8.5947,0.8453673351157042,0.439,4,2,0.4146,True,ready_for_gate
fx,choch,short,2.0,0.8,6,0.1,5,59,-14.6471,0.6732046121855227,0.3898,4,1,0.4237,False,low_quality_pf_0.67<0.80
fx,choch,short,2.0,0.8,6,0.1,10,55,-13.9963,0.6717727316431414,0.4,4,1,0.4,False,low_quality_pf_0.67<0.80
fx,choch,short,2.0,0.8,6,0.1,20,52,-16.3937,0.6038025405050076,0.3846,4,1,0.4038,False,low_quality_pf_0.60<0.80
fx,choch,short,2.0,0.8,6,0.2,0,78,-4.7959,0.9076749227078995,0.4487,4,2,0.4103,True,ready_for_gate
fx,choch,short,2.0,0.8,6,0.2,5,55,-11.0949,0.7306069229424448,0.4,4,1,0.4182,False,low_quality_pf_0.73<0.80
fx,choch,short,2.0,0.8,6,0.2,10,52,-11.5166,0.7125427756298096,0.4038,4,1,0.3846,False,low_quality_pf_0.71<0.80
fx,choch,short,2.0,0.8,6,0.2,20,49,-13.8939,0.6419024103589765,0.3878,4,0,0.3878,False,low_quality_pf_0.64<0.80
fx,choch,short,2.0,0.8,12,0.1,0,80,-9.3844,0.85051117773183,0.425,4,2,0.425,True,ready_for_gate
fx,choch,short,2.0,0.8,12,0.1,5,59,-13.3381,0.7259600469262679,0.3898,4,1,0.4237,False,low_quality_pf_0.73<0.80
fx,choch,short,2.0,0.8,12,0.1,10,55,-16.1064,0.6597991711691922,0.3636,4,1,0.4,False,low_quality_pf_0.66<0.80
fx,choch,short,2.0,0.8,12,0.1,20,52,-15.5285,0.6550471718022138,0.3654,4,1,0.4038,False,low_quality_pf_0.66<0.80
fx,choch,short,2.0,0.8,12,0.2,0,76,-4.0943,0.9288170659619597,0.4474,4,2,0.4211,True,ready_for_gate
fx,choch,short,2.0,0.8,12,0.2,5,55,-8.0582,0.814384926347795,0.4182,4,1,0.4182,True,ready_for_gate
fx,choch,short,2.0,0.8,12,0.2,10,52,-11.899,0.7241924417742175,0.3846,4,1,0.3846,False,low_quality_pf_0.72<0.80
fx,choch,short,2.0,0.8,12,0.2,20,49,-11.2917,0.7232806281490776,0.3878,4,1,0.3878,False,low_quality_pf_0.72<0.80
fx,choch,short,2.0,1.0,6,0.1,0,80,-6.4802,0.8606681273127195,0.425,4,2,0.425,True,ready_for_gate
fx,choch,short,2.0,1.0,6,0.1,5,59,-11.3246,0.6975945567767915,0.3729,4,1,0.4237,False,low_quality_pf_0.70<0.80
fx,choch,short,2.0,1.0,6,0.1,10,55,-9.5164,0.7225070128476534,0.4,4,1,0.4,False,low_quality_pf_0.72<0.80
fx,choch,short,2.0,1.0,6,0.1,20,51,-10.9125,0.6688083473953844,0.3725,4,1,0.4118,False,low_quality_pf_0.67<0.80
fx,choch,short,2.0,1.0,6,0.2,0,75,-5.1795,0.8807468088633476,0.4267,4,2,0.4133,True,ready_for_gate
fx,choch,short,2.0,1.0,6,0.2,5,54,-7.8501,0.7671712707837774,0.3889,4,1,0.4074,False,low_quality_pf_0.77<0.80
fx,choch,short,2.0,1.0,6,0.2,10,52,-8.3703,0.7454148949760023,0.4038,4,1,0.3846,False,low_quality_pf_0.75<0.80
fx,choch,short,2.0,1.0,6,0.2,20,49,-10.9042,0.6683455906953544,0.3673,4,1,0.3878,False,low_quality_pf_0.67<0.80
fx,choch,short,2.0,1.0,12,0.1,0,77,-7.9866,0.8552318183301251,0.4026,4,1,0.4416,True,ready_for_gate
fx,choch,short,2.0,1.0,12,0.1,5,59,-11.0874,0.7498793093335618,0.3729,4,1,0.4237,False,low_quality_pf_0.75<0.80
fx,choch,short,2.0,1.0,12,0.1,10,54,-14.5266,0.6621304486366923,0.3333,4,1,0.4074,False,low_quality_pf_0.66<0.80
fx,choch,short,2.0,1.0,12,0.1,20,51,-11.9464,0.7044031226416262,0.3529,4,1,0.4118,False,low_quality_pf_0.70<0.80
fx,choch,short,2.0,1.0,12,0.2,0,72,-4.6325,0.9076092484488526,0.4167,4,1,0.4306,True,ready_for_gate
fx,choch,short,2.0,1.0,12,0.2,5,54,-4.7723,0.8745659893340483,0.4074,4,1,0.4074,True,ready_for_gate
