run_id,tag,run_dir,passed,fail_reasons,score,trades,net_pnl,profit_factor,winrate,max_drawdown,negative_months,positive_months,max_negative_streak,worst_month_pnl,overrides_json
135,elder_ema50_force_canonical_v1_r135,/root/by-bot/backtest_runs/portfolio_20260618_125439_elder_ema50_force_canonical_v1_r135,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2330.1080752619996,3619,-92.98,0.746,0.492,93.123,12,0,12,-23.061482330000008,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
136,elder_ema50_force_canonical_v1_r136,/root/by-bot/backtest_runs/portfolio_20260618_125600_elder_ema50_force_canonical_v1_r136,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2325.9396242420003,3883,-93.13,0.77,0.499,93.3128,12,0,12,-19.684303030000002,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
137,elder_ema50_force_canonical_v1_r137,/root/by-bot/backtest_runs/portfolio_20260618_125713_elder_ema50_force_canonical_v1_r137,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2336.603538994,3366,-94.67,0.71,0.478,94.8064,12,0,12,-23.847670709999996,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
138,elder_ema50_force_canonical_v1_r138,/root/by-bot/backtest_runs/portfolio_20260618_125827_elder_ema50_force_canonical_v1_r138,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2321.2339224639995,3556,-93.07,0.754,0.492,93.1985,12,0,12,-16.53780176,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
139,elder_ema50_force_canonical_v1_r139,/root/by-bot/backtest_runs/portfolio_20260618_125933_elder_ema50_force_canonical_v1_r139,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2334.100010412,3922,-95.05,0.756,0.417,95.2529,12,0,12,-21.095864579999994,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
140,elder_ema50_force_canonical_v1_r140,/root/by-bot/backtest_runs/portfolio_20260618_130117_elder_ema50_force_canonical_v1_r140,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2338.123806222,4277,-96.02,0.765,0.419,96.1761,12,0,12,-21.81971873000001,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
141,elder_ema50_force_canonical_v1_r141,/root/by-bot/backtest_runs/portfolio_20260618_130239_elder_ema50_force_canonical_v1_r141,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2329.8450963239998,3619,-93.3,0.754,0.416,93.4416,12,0,12,-22.14421166,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
142,elder_ema50_force_canonical_v1_r142,/root/by-bot/backtest_runs/portfolio_20260618_130405_elder_ema50_force_canonical_v1_r142,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2327.715469666,3889,-93.66,0.77,0.419,93.8174,12,0,12,-19.77762119,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
143,elder_ema50_force_canonical_v1_r143,/root/by-bot/backtest_runs/portfolio_20260618_130517_elder_ema50_force_canonical_v1_r143,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2336.8952590100002,3363,-94.53,0.723,0.405,94.665,12,0,12,-24.37804214999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
144,elder_ema50_force_canonical_v1_r144,/root/by-bot/backtest_runs/portfolio_20260618_130632_elder_ema50_force_canonical_v1_r144,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2318.1075870279997,3560,-92.23,0.775,0.424,92.446,12,0,12,-16.099705019999995,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
145,elder_ema50_force_canonical_v1_r145,/root/by-bot/backtest_runs/portfolio_20260618_130738_elder_ema50_force_canonical_v1_r145,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2300.959223068,3276,-86.08,0.759,0.503,86.3469,12,0,12,-17.84387362,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
146,elder_ema50_force_canonical_v1_r146,/root/by-bot/backtest_runs/portfolio_20260618_130859_elder_ema50_force_canonical_v1_r146,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2312.67024093,3531,-89.27,0.737,0.506,89.4982,12,0,12,-18.98131495,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
147,elder_ema50_force_canonical_v1_r147,/root/by-bot/backtest_runs/portfolio_20260618_131004_elder_ema50_force_canonical_v1_r147,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2311.8103156739994,3066,-87.6,0.7,0.489,87.7388,12,0,12,-22.294796909999995,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
148,elder_ema50_force_canonical_v1_r148,/root/by-bot/backtest_runs/portfolio_20260618_131125_elder_ema50_force_canonical_v1_r148,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2301.7968126919995,3247,-86.0,0.731,0.501,86.5259,12,0,12,-18.249294780000007,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
149,elder_ema50_force_canonical_v1_r149,/root/by-bot/backtest_runs/portfolio_20260618_131232_elder_ema50_force_canonical_v1_r149,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2292.4399274539996,2828,-84.47,0.72,0.488,84.6092,12,0,12,-15.612519610000007,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
150,elder_ema50_force_canonical_v1_r150,/root/by-bot/backtest_runs/portfolio_20260618_131331_elder_ema50_force_canonical_v1_r150,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2294.5709471220002,2969,-84.48,0.743,0.496,84.925,12,0,12,-16.67496223,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
151,elder_ema50_force_canonical_v1_r151,/root/by-bot/backtest_runs/portfolio_20260618_131425_elder_ema50_force_canonical_v1_r151,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2293.33640198,3274,-84.84,0.791,0.501,85.2788,11,1,11,-16.267715700000004,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
152,elder_ema50_force_canonical_v1_r152,/root/by-bot/backtest_runs/portfolio_20260618_131538_elder_ema50_force_canonical_v1_r152,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2302.483614942,3520,-86.83,0.78,0.501,87.3276,12,0,12,-16.883153530000005,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
153,elder_ema50_force_canonical_v1_r153,/root/by-bot/backtest_runs/portfolio_20260618_131646_elder_ema50_force_canonical_v1_r153,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2307.74936578,3061,-85.89,0.742,0.493,86.0385,12,0,12,-23.288832700000015,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
154,elder_ema50_force_canonical_v1_r154,/root/by-bot/backtest_runs/portfolio_20260618_131804_elder_ema50_force_canonical_v1_r154,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2291.9819864700003,3242,-83.02,0.773,0.501,83.8909,12,0,12,-17.55727605000001,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
155,elder_ema50_force_canonical_v1_r155,/root/by-bot/backtest_runs/portfolio_20260618_131909_elder_ema50_force_canonical_v1_r155,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2294.6125440479996,2829,-84.18,0.747,0.49,84.3196,12,0,12,-17.82667431999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
156,elder_ema50_force_canonical_v1_r156,/root/by-bot/backtest_runs/portfolio_20260618_132029_elder_ema50_force_canonical_v1_r156,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2282.0197622120004,2967,-81.59,0.781,0.497,82.3184,11,1,11,-15.19640158,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
157,elder_ema50_force_canonical_v1_r157,/root/by-bot/backtest_runs/portfolio_20260618_132132_elder_ema50_force_canonical_v1_r157,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2284.3208590080003,3275,-82.71,0.823,0.499,83.163,11,1,8,-14.673470719999994,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
158,elder_ema50_force_canonical_v1_r158,/root/by-bot/backtest_runs/portfolio_20260618_132238_elder_ema50_force_canonical_v1_r158,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2298.0037475619997,3517,-85.25,0.808,0.498,85.859,12,0,12,-17.13267682999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
159,elder_ema50_force_canonical_v1_r159,/root/by-bot/backtest_runs/portfolio_20260618_132337_elder_ema50_force_canonical_v1_r159,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2301.8728882980004,3062,-85.11,0.772,0.492,85.2453,12,0,12,-20.893063069999997,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
160,elder_ema50_force_canonical_v1_r160,/root/by-bot/backtest_runs/portfolio_20260618_132445_elder_ema50_force_canonical_v1_r160,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2286.9034815759996,3236,-81.42,0.802,0.498,82.1828,12,0,12,-17.738486839999993,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
161,elder_ema50_force_canonical_v1_r161,/root/by-bot/backtest_runs/portfolio_20260618_132546_elder_ema50_force_canonical_v1_r161,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2291.640181068,2825,-83.53,0.775,0.487,83.6944,12,0,12,-17.153843619999993,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
162,elder_ema50_force_canonical_v1_r162,/root/by-bot/backtest_runs/portfolio_20260618_132652_elder_ema50_force_canonical_v1_r162,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2276.5260522080002,2957,-79.95,0.81,0.495,80.7913,11,1,11,-14.85960871999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
163,elder_ema50_force_canonical_v1_r163,/root/by-bot/backtest_runs/portfolio_20260618_132745_elder_ema50_force_canonical_v1_r163,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2350.6716709039997,4524,-98.36,0.706,0.492,98.4017,12,0,12,-25.597336359999996,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
164,elder_ema50_force_canonical_v1_r164,/root/by-bot/backtest_runs/portfolio_20260618_132906_elder_ema50_force_canonical_v1_r164,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2357.9235117139997,4976,-99.37,0.674,0.488,99.3909,12,0,12,-28.49836551,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
165,elder_ema50_force_canonical_v1_r165,/root/by-bot/backtest_runs/portfolio_20260618_133052_elder_ema50_force_canonical_v1_r165,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2349.2650728639996,4225,-98.08,0.701,0.482,98.1324,12,0,12,-25.21733776000001,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
166,elder_ema50_force_canonical_v1_r166,/root/by-bot/backtest_runs/portfolio_20260618_133231_elder_ema50_force_canonical_v1_r166,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2351.3494901719996,4648,-99.33,0.66,0.476,99.3373,12,0,12,-23.913492980000004,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""15"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
