run_id,tag,run_dir,passed,fail_reasons,score,trades,net_pnl,profit_factor,winrate,max_drawdown,negative_months,positive_months,max_negative_streak,worst_month_pnl,overrides_json
1,range_scalp_v1_annual_repair_v3_r001,/root/by-bot/backtest_runs/portfolio_20260619_040122_range_scalp_v1_annual_repair_v3_r001,False,pf<1.2;net<8.0;neg_months>4,-1999.423915425,154,6.54,1.186,0.253,6.4648,7,5,2,-3.40351695,"{""ARS1_COOLDOWN_BARS_5M"": ""12"", ""ARS1_MAX_ADX"": ""0.0"", ""ARS1_MAX_BAND_WIDTH_PCT"": ""24.0"", ""ARS1_MIN_BAND_WIDTH_PCT"": ""1.5"", ""ARS1_MIN_BODY_FRAC"": ""0.0"", ""ARS1_MIN_VOL_MULT"": ""0.0"", ""ARS1_RSI_LONG_MAX"": ""38"", ""ARS1_RSI_SHORT_MIN"": ""55"", ""ARS1_SL_ATR_MULT"": ""0.8"", ""ARS1_TP1_FRAC"": ""0.55"", ""MAX_POSITIONS"": ""3""}"
2,range_scalp_v1_annual_repair_v3_r002,/root/by-bot/backtest_runs/portfolio_20260619_041334_range_scalp_v1_annual_repair_v3_r002,False,neg_months>4,-995.253059485,154,11.62,1.336,0.266,7.8138,7,5,2,-4.00681299,"{""ARS1_COOLDOWN_BARS_5M"": ""12"", ""ARS1_MAX_ADX"": ""0.0"", ""ARS1_MAX_BAND_WIDTH_PCT"": ""24.0"", ""ARS1_MIN_BAND_WIDTH_PCT"": ""1.5"", ""ARS1_MIN_BODY_FRAC"": ""0.0"", ""ARS1_MIN_VOL_MULT"": ""0.0"", ""ARS1_RSI_LONG_MAX"": ""38"", ""ARS1_RSI_SHORT_MIN"": ""55"", ""ARS1_SL_ATR_MULT"": ""0.8"", ""ARS1_TP1_FRAC"": ""0.55"", ""MAX_POSITIONS"": ""4""}"
3,range_scalp_v1_annual_repair_v3_r003,/root/by-bot/backtest_runs/portfolio_20260619_042206_range_scalp_v1_annual_repair_v3_r003,True,,8.23411098,105,11.5,1.483,0.286,5.9828,4,7,2,-3.86323268,"{""ARS1_COOLDOWN_BARS_5M"": ""12"", ""ARS1_MAX_ADX"": ""0.0"", ""ARS1_MAX_BAND_WIDTH_PCT"": ""24.0"", ""ARS1_MIN_BAND_WIDTH_PCT"": ""1.5"", ""ARS1_MIN_BODY_FRAC"": ""0.0"", ""ARS1_MIN_VOL_MULT"": ""1.1"", ""ARS1_RSI_LONG_MAX"": ""38"", ""ARS1_RSI_SHORT_MIN"": ""55"", ""ARS1_SL_ATR_MULT"": ""0.8"", ""ARS1_TP1_FRAC"": ""0.55"", ""MAX_POSITIONS"": ""3""}"
4,range_scalp_v1_annual_repair_v3_r004,/root/by-bot/backtest_runs/portfolio_20260619_043051_range_scalp_v1_annual_repair_v3_r004,True,,10.452176914999995,109,13.95,1.565,0.284,6.8327,4,7,2,-4.21597539,"{""ARS1_COOLDOWN_BARS_5M"": ""12"", ""ARS1_MAX_ADX"": ""0.0"", ""ARS1_MAX_BAND_WIDTH_PCT"": ""24.0"", ""ARS1_MIN_BAND_WIDTH_PCT"": ""1.5"", ""ARS1_MIN_BODY_FRAC"": ""0.0"", ""ARS1_MIN_VOL_MULT"": ""1.1"", ""ARS1_RSI_LONG_MAX"": ""38"", ""ARS1_RSI_SHORT_MIN"": ""55"", ""ARS1_SL_ATR_MULT"": ""0.8"", ""ARS1_TP1_FRAC"": ""0.55"", ""MAX_POSITIONS"": ""4""}"
5,range_scalp_v1_annual_repair_v3_r005,/root/by-bot/backtest_runs/portfolio_20260619_043758_range_scalp_v1_annual_repair_v3_r005,False,pf<1.2;net<8.0;neg_months>4;neg_streak>2,-2024.316592845,86,-4.68,0.77,0.209,6.4709,7,5,3,-2.7233152300000003,"{""ARS1_COOLDOWN_BARS_5M"": ""12"", ""ARS1_MAX_ADX"": ""0.0"", ""ARS1_MAX_BAND_WIDTH_PCT"": ""24.0"", ""ARS1_MIN_BAND_WIDTH_PCT"": ""1.5"", ""ARS1_MIN_BODY_FRAC"": ""0.25"", ""ARS1_MIN_VOL_MULT"": ""0.0"", ""ARS1_RSI_LONG_MAX"": ""38"", ""ARS1_RSI_SHORT_MIN"": ""55"", ""ARS1_SL_ATR_MULT"": ""0.8"", ""ARS1_TP1_FRAC"": ""0.55"", ""MAX_POSITIONS"": ""3""}"
6,range_scalp_v1_annual_repair_v3_r006,/root/by-bot/backtest_runs/portfolio_20260619_044526_range_scalp_v1_annual_repair_v3_r006,False,pf<1.2;net<8.0;neg_months>4;neg_streak>2,-2022.3665928450002,86,-3.18,0.842,0.221,6.4709,7,5,3,-2.7233152300000003,"{""ARS1_COOLDOWN_BARS_5M"": ""12"", ""ARS1_MAX_ADX"": ""0.0"", ""ARS1_MAX_BAND_WIDTH_PCT"": ""24.0"", ""ARS1_MIN_BAND_WIDTH_PCT"": ""1.5"", ""ARS1_MIN_BODY_FRAC"": ""0.25"", ""ARS1_MIN_VOL_MULT"": ""0.0"", ""ARS1_RSI_LONG_MAX"": ""38"", ""ARS1_RSI_SHORT_MIN"": ""55"", ""ARS1_SL_ATR_MULT"": ""0.8"", ""ARS1_TP1_FRAC"": ""0.55"", ""MAX_POSITIONS"": ""4""}"
7,range_scalp_v1_annual_repair_v3_r007,/root/by-bot/backtest_runs/portfolio_20260619_045145_range_scalp_v1_annual_repair_v3_r007,False,trades<80;pf<1.2;net<8.0;neg_months>4;neg_streak>2,-2016.1238785350001,62,0.99,1.07,0.258,4.5434,7,5,3,-2.36850569,"{""ARS1_COOLDOWN_BARS_5M"": ""12"", ""ARS1_MAX_ADX"": ""0.0"", ""ARS1_MAX_BAND_WIDTH_PCT"": ""24.0"", ""ARS1_MIN_BAND_WIDTH_PCT"": ""1.5"", ""ARS1_MIN_BODY_FRAC"": ""0.25"", ""ARS1_MIN_VOL_MULT"": ""1.1"", ""ARS1_RSI_LONG_MAX"": ""38"", ""ARS1_RSI_SHORT_MIN"": ""55"", ""ARS1_SL_ATR_MULT"": ""0.8"", ""ARS1_TP1_FRAC"": ""0.55"", ""MAX_POSITIONS"": ""3""}"
8,range_scalp_v1_annual_repair_v3_r008,/root/by-bot/backtest_runs/portfolio_20260619_045843_range_scalp_v1_annual_repair_v3_r008,False,trades<80;pf<1.2;net<8.0;neg_months>4;neg_streak>2,-2016.1238785350001,62,0.99,1.07,0.258,4.5434,7,5,3,-2.36850569,"{""ARS1_COOLDOWN_BARS_5M"": ""12"", ""ARS1_MAX_ADX"": ""0.0"", ""ARS1_MAX_BAND_WIDTH_PCT"": ""24.0"", ""ARS1_MIN_BAND_WIDTH_PCT"": ""1.5"", ""ARS1_MIN_BODY_FRAC"": ""0.25"", ""ARS1_MIN_VOL_MULT"": ""1.1"", ""ARS1_RSI_LONG_MAX"": ""38"", ""ARS1_RSI_SHORT_MIN"": ""55"", ""ARS1_SL_ATR_MULT"": ""0.8"", ""ARS1_TP1_FRAC"": ""0.55"", ""MAX_POSITIONS"": ""4""}"
