tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step11_2026-01-20,30,2026-01-20,ETHUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;ASTERUSDT;BIOUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;SNXUSDT;ZECUSDT;RIVERUSDT;AXSUSDT,inplay_breakout,100.00,55.98,434,-44.02,0.560,0.452,0.2861,-0.4205,44.5183
